id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek
472,Odysseas,Odysseas Vlachodimos,15,Newcastle,GK,u,Unavailable,0.0,Has joined Sevilla on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
473,Hall,Lewis Hall,15,Newcastle,DEF,a,Available,100.0,,940,10,0,2,1,0,256.4,177.0,86.0,51.9,21
474,Schär,Fabian Schär,15,Newcastle,DEF,i,Injured,0.0,Ankle injury - Unknown return date,1089,11,0,0,1,0,291.2,63.6,108.0,46.4,21
475,Botman,Sven Botman,15,Newcastle,DEF,a,Available,100.0,,700,8,0,1,0,0,197.8,45.4,52.0,29.4,21
476,Burn,Dan Burn,15,Newcastle,DEF,i,Injured,0.0,Rib Injury - Expected back 25 Jan,1255,15,0,3,3,1,270.2,72.4,60.0,40.3,21
477,Livramento,Tino Livramento,15,Newcastle,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,1048,11,0,1,1,0,190.8,178.1,36.0,40.5,21
478,Trippier,Kieran Trippier,15,Newcastle,DEF,a,Available,100.0,,699,8,0,0,1,0,113.0,230.7,4.0,34.6,21
479,Krafth,Emil Krafth,15,Newcastle,DEF,i,Injured,0.0,Knee injury - Unknown return date,45,1,0,0,0,0,1.4,1.2,0.0,0.3,21
480,Lascelles,Jamaal Lascelles,15,Newcastle,DEF,d,Doubtful,25.0,Lack of match fitness - 25% chance of playing,19,0,0,0,0,0,10.2,0.0,7.0,1.7,21
481,A.Murphy,Alex Murphy,15,Newcastle,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
482,Ashby,Harrison Ashby,15,Newcastle,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
483,Pivas,Miodrag Pivaš,15,Newcastle,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
484,Targett,Matt Targett,15,Newcastle,DEF,u,Unavailable,0.0,has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
485,Gordon,Anthony Gordon,15,Newcastle,MID,a,Available,100.0,,999,14,2,3,2,1,185.0,248.4,277.0,70.7,21
486,Elanga,Anthony Elanga,15,Newcastle,MID,a,Available,100.0,,675,7,0,1,0,0,76.6,139.2,105.0,32.1,21
487,Barnes,Harvey Barnes,15,Newcastle,MID,a,Available,,,942,9,5,0,0,0,268.8,217.1,406.0,89.0,21
488,Bruno G.,Bruno Guimarães Rodriguez Moura,15,Newcastle,MID,a,Available,,,1749,19,8,5,4,0,585.0,491.6,315.0,139.2,21
489,J.Murphy,Jacob Murphy,15,Newcastle,MID,d,Doubtful,75.0,Hamstring injury - 75% chance of playing,1005,12,2,1,0,0,209.2,299.6,266.0,77.3,21
490,Joelinton,Joelinton Cássio Apolinário de Lira,15,Newcastle,MID,a,Available,100.0,,1227,15,2,0,5,0,231.6,179.9,232.0,64.4,21
491,Tonali,Sandro Tonali,15,Newcastle,MID,a,Available,100.0,,1427,18,0,1,2,0,227.4,295.0,109.0,63.3,21
492,Antoñito C.,Antoñito Cordero Campillo,15,Newcastle,MID,u,Unavailable,0.0,has joined Cadiz on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
494,Willock,Joe Willock,15,Newcastle,MID,a,Available,100.0,,233,2,0,0,1,0,35.4,49.6,27.0,11.0,21
495,Hayden,Isaac Hayden,15,Newcastle,MID,u,Unavailable,0.0,Has departed the club as a free agent.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
496,Kuol,Garang Kuol,15,Newcastle,MID,u,Unavailable,0.0,has joined Sparta Prague permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
497,L.Miley,Lewis Miley,15,Newcastle,MID,a,Available,100.0,,1020,10,1,3,0,0,251.8,175.8,113.0,54.1,21
498,White,Joe White,15,Newcastle,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
500,Osula,William Osula,15,Newcastle,FWD,i,Injured,0.0,Ankle injury - Expected back 31 Jan,213,1,1,1,0,0,41.2,14.2,68.0,12.1,21
501,Neave,Sean Neave,15,Newcastle,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
674,Ramsdale,Aaron Ramsdale,15,Newcastle,GK,a,Available,,,553,6,0,0,0,0,97.4,10.0,0.0,10.8,21
684,Thiaw,Malick Thiaw,15,Newcastle,DEF,a,Available,,,1487,17,3,0,3,0,475.2,42.6,196.0,71.2,21
689,Seung soo,Seung-Soo Park,15,Newcastle,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
714,Woltemade,Nick Woltemade,15,Newcastle,FWD,a,Available,,,1258,16,7,3,0,0,341.6,162.2,362.0,86.1,21
753,Ruddy,John Ruddy,15,Newcastle,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
765,Shahar,Leo Shahar,15,Newcastle,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
772,Alabi,Sam Alabi,15,Newcastle,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
12,Zinchenko,Oleksandr Zinchenko,16,Nott'm Forest,DEF,n,Not in squad,0.0,Ineligible to face his parent club on 17/1. - Expected back 25 Jan,352,4,0,0,0,0,80.8,83.4,22.0,18.6,21
426,McAtee,James McAtee,16,Nott'm Forest,MID,a,Available,,,169,1,0,0,1,0,16.2,44.9,8.0,7.0,21
502,Sels,Matz Sels,16,Nott'm Forest,GK,a,Available,100.0,,1452,16,0,0,1,0,379.8,10.0,0.0,39.0,21
503,C.Miguel,Carlos Miguel dos Santos Pereira,16,Nott'm Forest,GK,u,Unavailable,0.0,Has joined Palmeiras permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
504,Turner,Matt Turner,16,Nott'm Forest,GK,u,Unavailable,0.0,Has joined Lyon permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
505,Milenković,Nikola Milenković,16,Nott'm Forest,DEF,a,Available,,,1890,21,0,0,4,0,387.8,35.7,88.0,51.4,21
506,Murillo,Murillo Costa dos Santos,16,Nott'm Forest,DEF,a,Available,100.0,,1279,15,1,0,3,0,359.8,63.2,67.0,49.1,21
507,Aina,Ola Aina,16,Nott'm Forest,DEF,a,Available,100.0,,428,5,0,0,1,0,86.6,60.9,38.0,18.6,21
508,N.Williams,Neco Williams,16,Nott'm Forest,DEF,a,Available,,,1890,21,1,1,4,0,476.8,329.5,210.0,101.8,21
509,David Carmo,David Mota Veiga Teixeira do Carmo,16,Nott'm Forest,DEF,u,Unavailable,0.0,has joined Real Oviedo on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
510,Jair Cunha,Jair Paula da Cunha Filho,16,Nott'm Forest,DEF,a,Available,,,90,1,0,0,0,0,26.0,0.4,0.0,2.6,21
511,Morato,Felipe Rodrigues da Silva,16,Nott'm Forest,DEF,a,Available,,,709,8,0,0,4,0,165.2,9.1,5.0,17.9,21
512,O.Richards,Omar Richards,16,Nott'm Forest,DEF,u,Unavailable,0.0,has joined Rio Ave on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
513,Abbott,Zach Abbott,16,Nott'm Forest,DEF,a,Available,,,45,0,0,0,0,0,15.6,0.6,0.0,1.6,21
514,Boly,Willy Boly,16,Nott'm Forest,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
515,Gibbs-White,Morgan Gibbs-White,16,Nott'm Forest,MID,a,Available,100.0,,1782,20,5,1,0,0,328.8,384.5,408.0,111.9,21
516,Hudson-Odoi,Callum Hudson-Odoi,16,Nott'm Forest,MID,a,Available,100.0,,1118,11,3,1,0,0,223.4,333.0,198.0,75.3,21
517,Anderson,Elliot Anderson,16,Nott'm Forest,MID,a,Available,,,1890,21,1,3,4,0,465.4,543.7,146.0,115.9,21
518,Jota,João Pedro Ferreira da Silva,16,Nott'm Forest,MID,u,Unavailable,0.0,has joined Besiktas on loan for the rest of the season.,11,0,0,0,0,0,5.0,0.5,4.0,1.0,21
519,Dominguez,Nicolás Domínguez,16,Nott'm Forest,MID,a,Available,100.0,,564,8,1,0,2,0,121.4,131.4,64.0,31.8,21
520,O'Brien,Lewis O'Brien,16,Nott'm Forest,MID,u,Unavailable,0.0,Has joined Wrexham permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
521,Sangaré,Ibrahim Sangaré,16,Nott'm Forest,MID,a,Available,100.0,,864,11,2,2,2,0,233.0,78.6,77.0,38.9,21
522,Yates,Ryan Yates,16,Nott'm Forest,MID,d,Doubtful,25.0,Hamstring injury - 25% chance of playing,299,1,0,1,1,0,64.2,27.0,25.0,11.5,21
523,Da Silva Moreira,Eric da Silva Moreira,16,Nott'm Forest,MID,u,Unavailable,0.0,has joined Rio Ave on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
524,Stamenic,Marko Stamenić,16,Nott'm Forest,MID,u,Unavailable,0.0,Has joined Swansea City permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
525,Wood,Chris Wood,16,Nott'm Forest,FWD,i,Injured,0.0,Knee injury - Unknown return date,538,7,2,0,0,0,77.6,49.6,179.0,29.8,21
526,Igor Jesus,Igor Jesus Maciel da Cruz,16,Nott'm Forest,FWD,a,Available,,,1143,13,1,2,0,0,116.6,109.0,344.0,54.6,21
527,Awoniyi,Taiwo Awoniyi,16,Nott'm Forest,FWD,a,Available,100.0,,182,1,0,0,0,0,17.0,40.5,68.0,12.6,21
669,Ndoye,Dan Ndoye,16,Nott'm Forest,MID,a,Available,100.0,,997,14,1,2,1,0,143.4,152.7,134.0,43.1,21
675,Gunn,Angus Gunn,16,Nott'm Forest,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
693,Hutchinson,Omari Hutchinson,16,Nott'm Forest,MID,a,Available,,,877,8,1,4,0,0,183.4,286.9,216.0,68.3,21
696,Kalimuendo,Arnaud Kalimuendo,16,Nott'm Forest,FWD,u,Unavailable,0.0,has joined Eintracht Frankfurt on loan for the rest of the season.,89,0,0,0,0,0,6.8,17.7,39.0,6.3,21
699,Douglas Luiz,Douglas Luiz Soares de Paulo,16,Nott'm Forest,MID,a,Available,100.0,,314,5,0,1,2,0,46.6,77.4,25.0,14.9,21
715,John,John Victor Maciel Furtado,16,Nott'm Forest,GK,d,Doubtful,50.0,Knee injury - 50% chance of playing,437,5,0,0,1,0,56.4,0.0,0.0,5.7,21
716,Savona,Nicolò Savona,16,Nott'm Forest,DEF,a,Available,,,1025,11,2,0,2,0,216.6,123.2,94.0,43.5,21
729,Cuiabano,Luis Eduardo Soares da Silva,16,Nott'm Forest,DEF,u,Unavailable,0.0,has joined Botafogo on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
734,Bakwa,Dilane Bakwa,16,Nott'm Forest,MID,a,Available,100.0,,302,3,0,1,1,0,49.8,108.8,71.0,23.0,21
528,Patterson,Anthony Patterson,17,Sunderland,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
529,Moore,Simon Moore,17,Sunderland,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
530,Nna Noukeu,Blondy Nna Noukeu,17,Sunderland,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
531,Ballard,Daniel Ballard,17,Sunderland,DEF,a,Available,100.0,,1221,13,2,1,2,0,400.4,72.5,251.0,72.4,21
532,Hume,Trai Hume,17,Sunderland,DEF,a,Available,,,1741,19,0,1,5,0,298.2,224.7,102.0,62.6,21
533,Alese,Aji Alese,17,Sunderland,DEF,i,Injured,0.0,Shoulder injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
534,Anderson,Joe Anderson,17,Sunderland,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
535,Cirkin,Dennis Cirkin,17,Sunderland,DEF,a,Available,100.0,,249,3,0,0,1,0,50.0,7.5,2.0,5.9,21
536,Hjelde,Leo Fuhr Hjelde,17,Sunderland,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
537,Huggins,Niall Huggins,17,Sunderland,DEF,u,Unavailable,0.0,has joined Wycombe Wanderers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
538,Johnson,Zak Johnson,17,Sunderland,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
539,O'Nien,Luke O'Nien,17,Sunderland,DEF,a,Available,100.0,,11,0,0,0,0,1,5.0,0.5,0.0,0.5,21
540,Pembele,Timothée Pembélé,17,Sunderland,DEF,u,Unavailable,0.0,has joined Le Havre AC on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
541,Reinildo,Reinildo Mandava,17,Sunderland,DEF,a,Available,100.0,,1022,12,0,1,4,1,186.4,33.9,25.0,24.7,21
542,Seelt,Jenson Seelt,17,Sunderland,DEF,u,Unavailable,0.0,has joined Wolfsburg on loan for the rest of the season.,133,1,0,0,0,0,33.6,2.4,0.0,3.6,21
543,Adingra,Simon Adingra,17,Sunderland,MID,a,Available,,,649,9,1,1,2,0,81.4,116.8,75.0,27.0,21
544,Diarra,Habib Diarra,17,Sunderland,MID,i,Injured,0.0,International Duty - Unknown return date,371,4,0,1,1,0,16.0,31.5,45.0,8.6,21
545,Roberts,Patrick Roberts,17,Sunderland,MID,u,Unavailable,0.0,has joined Birmingham City on loan for the rest of the season.,27,0,0,0,0,0,1.8,7.3,5.0,1.4,21
546,Aleksić,Milan Aleksić,17,Sunderland,MID,u,Unavailable,0.0,has joined Cracovia on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
547,E.Le Fée,Enzo Le Fée,17,Sunderland,MID,a,Available,100.0,,1575,18,2,4,5,0,348.4,446.9,138.0,93.4,21
548,Mundle,Romaine Mundle,17,Sunderland,MID,a,Available,100.0,,170,0,0,0,1,0,20.0,19.9,46.0,8.3,21
549,Neil,Dan Neil,17,Sunderland,MID,a,Available,,,13,0,0,0,0,0,3.0,1.4,0.0,0.4,21
550,Poveda,Ian Poveda-Ocampo,17,Sunderland,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
551,Rigg,Chris Rigg,17,Sunderland,MID,a,Available,,,375,6,0,0,0,0,20.2,48.4,21.0,8.9,21
552,Sadiki,Noah Sadiki,17,Sunderland,MID,a,Available,100.0,,1414,16,0,0,4,0,159.4,155.6,37.0,35.3,21
553,Talbi,Chemsdine Talbi,17,Sunderland,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,881,9,2,2,0,0,128.4,126.7,123.0,37.3,21
554,Ba,Abdoullah Ba,17,Sunderland,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
555,Browne,Alan Browne,17,Sunderland,MID,u,Unavailable,0.0,has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
556,Ekwah,Pierre Ekwah Elimby,17,Sunderland,MID,u,Unavailable,0.0,Has joined AS Saint-Etienne permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
557,H.Jones,Harrison Jones,17,Sunderland,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
558,Matete,Jay Matete,17,Sunderland,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
559,Triantis,Nectarios Triantis,17,Sunderland,MID,u,Unavailable,0.0,has joined Minnesota United permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
560,Isidor,Wilson Isidor,17,Sunderland,FWD,a,Available,100.0,,970,11,4,0,1,0,160.4,22.2,345.0,52.6,21
561,Mayenda,Eliezer Mayenda Dossou,17,Sunderland,FWD,a,Available,,,492,5,1,0,0,0,65.2,39.4,110.0,21.1,21
562,Abdullahi,Ahmed Abdullahi,17,Sunderland,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
563,Luís Hemir,Luís Hemir Silva Semedo,17,Sunderland,FWD,u,Unavailable,0.0,has joined Moreirense on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
564,Rusyn,Nazarii Rusyn,17,Sunderland,FWD,u,Unavailable,0.0,has joined Arka on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
668,Xhaka,Granit Xhaka,17,Sunderland,MID,a,Available,,,1872,21,1,5,4,0,515.8,413.9,77.0,100.6,21
670,Roefs,Robin Roefs,17,Sunderland,GK,a,Available,,,1890,21,0,0,2,0,593.2,40.0,0.0,63.2,21
678,Masuaku,Arthur Masuaku,17,Sunderland,DEF,a,Available,100.0,,125,2,0,0,1,0,21.8,20.1,7.0,4.9,21
683,Alderete,Omar Alderete,17,Sunderland,DEF,a,Available,100.0,,1469,16,1,1,3,0,434.2,61.6,192.0,69.1,21
694,Mukiele,Nordi Mukiele,17,Sunderland,DEF,a,Available,,,1710,19,1,2,3,0,439.4,168.3,105.0,71.3,21
724,Geertruida,Lutsharel Geertruida,17,Sunderland,DEF,a,Available,,,970,10,0,0,0,0,156.2,63.6,34.0,25.4,21
730,Brobbey,Brian Brobbey,17,Sunderland,FWD,a,Available,100.0,,698,7,3,1,1,0,144.4,46.3,173.0,35.5,21
735,Traoré,Bertrand Traoré,17,Sunderland,MID,d,Doubtful,75.0,Knock - 75% chance of playing,607,9,1,1,1,0,115.6,108.1,135.0,35.9,21
774,Jenson Jones,Jenson Jones,17,Sunderland,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
775,Tutierov,Tymur Tutierov,17,Sunderland,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
565,Vicario,Guglielmo Vicario,18,Spurs,GK,a,Available,,,1890,21,0,0,1,0,474.0,0.1,0.0,47.5,21
566,Austin,Brandon Austin,18,Spurs,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
567,Kinsky,Antonín Kinský,18,Spurs,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
568,Pedro Porro,Pedro Porro Sauceda,18,Spurs,DEF,a,Available,,,1685,19,0,2,5,0,363.2,423.6,71.0,86.0,21
569,Romero,Cristian Romero,18,Spurs,DEF,a,Available,100.0,,1457,16,2,1,7,1,426.2,97.0,150.0,67.3,21
570,Danso,Kevin Danso,18,Spurs,DEF,a,Available,,,581,7,0,0,4,0,175.2,7.1,8.0,19.1,21
571,Davies,Ben Davies,18,Spurs,DEF,a,Available,100.0,,118,1,1,0,0,0,64.8,18.2,52.0,13.5,21
572,Dragusin,Radu Drăgușin,18,Spurs,DEF,a,Available,100.0,,5,0,0,0,0,0,0.0,0.3,4.0,0.4,21
573,Spence,Djed Spence,18,Spurs,DEF,a,Available,,,1345,16,0,0,2,0,168.8,121.7,77.0,36.6,21
574,Udogie,Destiny Udogie,18,Spurs,DEF,a,Available,100.0,,605,6,0,1,1,0,119.0,98.3,57.0,27.4,21
575,Van de Ven,Micky van de Ven,18,Spurs,DEF,a,Available,,,1789,20,3,1,5,0,417.6,72.2,172.0,66.2,21
576,Phillips,Ashley Phillips,18,Spurs,DEF,u,Unavailable,0.0,Has joined Stoke City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
577,Takai,Takai Kōta,18,Spurs,DEF,u,Unavailable,0.0,has joined Borussia Mönchengladbach on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
578,Vuskovic,Luka Vušković,18,Spurs,DEF,u,Unavailable,0.0,has joined Hamburger SV on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
579,Son,Son Heung-min,18,Spurs,MID,u,Unavailable,0.0,Has joined Los Angeles FC permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
581,Maddison,James Maddison,18,Spurs,MID,i,Injured,0.0,Anterior cruciate ligament - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
582,Kudus,Mohammed Kudus,18,Spurs,MID,i,Injured,0.0,Thigh injury - Expected back 11 Apr,1535,19,2,6,3,0,333.4,413.8,302.0,104.7,21
583,Kulusevski,Dejan Kulusevski,18,Spurs,MID,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
584,Tel,Mathys Tel,18,Spurs,MID,a,Available,,,461,5,3,1,0,0,135.6,81.7,103.0,32.2,21
585,Bentancur,Rodrigo Bentancur,18,Spurs,MID,d,Doubtful,50.0,Hamstring injury - 50% chance of playing,1407,17,1,1,5,0,268.6,159.7,85.0,51.6,21
586,Bergvall,Lucas Bergvall,18,Spurs,MID,d,Doubtful,75.0,Knock - 75% chance of playing,798,10,1,2,2,0,133.4,77.4,127.0,33.9,21
587,Bissouma,Yves Bissouma,18,Spurs,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
588,Odobert,Wilson Odobert,18,Spurs,MID,a,Available,100.0,,706,6,0,1,0,0,97.6,175.2,120.0,39.2,21
589,Solomon,Manor Solomon,18,Spurs,MID,u,Unavailable,0.0,has joined Fiorentina on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
590,Bryan,Bryan Gil Salvatierra,18,Spurs,MID,u,Unavailable,0.0,has joined Girona permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
591,Gray,Archie Gray,18,Spurs,MID,a,Available,100.0,,600,8,1,0,3,0,91.0,44.6,78.0,21.3,21
592,Moore,Mikey Moore,18,Spurs,MID,u,Unavailable,0.0,Has joined Rangers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
593,P.M.Sarr,Pape Matar Sarr,18,Spurs,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,703,7,2,2,0,0,154.6,84.7,94.0,33.4,21
594,Min-hyeok,Yang Min-hyeok,18,Spurs,MID,u,Unavailable,0.0,has joined Coventry City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
595,Olusesi,Callum Olusesi,18,Spurs,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
596,Solanke,Dominic Solanke-Mitchell,18,Spurs,FWD,a,Available,100.0,,31,0,0,0,0,0,6.0,0.3,25.0,3.1,21
597,Richarlison,Richarlison de Andrade,18,Spurs,FWD,d,Doubtful,75.0,Hamstring injury - 75% chance of playing,1276,13,7,3,4,0,381.8,159.3,464.0,100.4,21
598,Lankshear,Will Lankshear,18,Spurs,FWD,u,Unavailable,0.0,Has joined Oxford United on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
599,Scarlett,Dane Scarlett,18,Spurs,FWD,a,Available,,,2,0,0,0,0,0,0.0,0.1,2.0,0.2,21
673,J.Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,18,Spurs,MID,a,Available,,,1299,14,3,3,5,0,385.8,85.3,138.0,61.1,21
717,Xavi,Xavi Simons,18,Spurs,MID,a,Available,100.0,,920,10,1,3,2,1,173.2,181.3,102.0,45.7,21
726,Kolo Muani,Randal Kolo Muani,18,Spurs,FWD,a,Available,100.0,,832,10,0,0,2,0,67.6,137.7,141.0,34.0,21
745,Byfield,Jun'ai Byfield,18,Spurs,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
750,Rowswell,James Rowswell,18,Spurs,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
751,Akhamrich,Yusuf Akhamrich,18,Spurs,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
790,Williams-Barnett,Lucá Williams-Barnett,18,Spurs,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
149,Igor,Igor Julio dos Santos de Paulo,19,West Ham,DEF,a,Available,100.0,,103,1,0,0,0,0,25.8,10.6,0.0,3.6,21
600,Areola,Alphonse Areola,19,West Ham,GK,a,Available,,,1530,17,0,1,0,0,513.4,10.0,0.0,52.2,21
601,Foderingham,Wes Foderingham,19,West Ham,GK,u,Unavailable,0.0,has joined Aris Limassol permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
602,Hegyi,Krisztián Hegyi,19,West Ham,GK,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
603,Diouf,El Hadji Malick Diouf,19,West Ham,DEF,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1387,15,0,4,3,0,267.4,158.3,64.0,49.0,21
604,Emerson,Emerson Palmieri dos Santos,19,West Ham,DEF,u,Unavailable,0.0,has joined Marseille permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
605,Kilman,Maximilian Kilman,19,West Ham,DEF,a,Available,,,1533,17,0,0,4,0,380.8,55.6,60.0,49.7,21
606,Mavropanos,Konstantinos Mavropanos,19,West Ham,DEF,d,Doubtful,75.0,Neck - 75% chance of playing,1091,11,0,0,2,0,277.4,10.8,105.0,39.3,21
607,N.Aguerd,Nayef Aguerd,19,West Ham,DEF,u,Unavailable,0.0,has joined Marseille permanently.,180,2,0,0,0,0,39.0,3.9,8.0,5.1,21
608,Scarles,Ollie Scarles,19,West Ham,DEF,a,Available,100.0,,464,7,0,0,0,0,92.8,44.6,18.0,15.6,21
609,Todibo,Jean-Clair Todibo,19,West Ham,DEF,a,Available,100.0,,1251,15,0,1,4,0,277.4,62.8,15.0,35.6,21
610,Wan-Bissaka,Aaron Wan-Bissaka,19,West Ham,DEF,a,Available,100.0,,1011,11,0,1,2,0,195.8,171.4,18.0,38.7,21
611,Casey,Kaelan Casey,19,West Ham,DEF,u,Unavailable,0.0,Has joined Swansea City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
612,L.Paquetá,Lucas Tolentino Coelho de Lima,19,West Ham,MID,a,Available,100.0,,1513,18,4,2,5,1,374.6,397.2,186.0,95.7,21
613,Souček,Tomáš Souček,19,West Ham,MID,a,Available,100.0,,716,7,2,2,0,1,193.2,54.5,206.0,45.4,21
614,Ward-Prowse,James Ward-Prowse,19,West Ham,MID,a,Available,,,414,5,0,0,0,0,56.6,176.3,6.0,23.9,21
615,Summerville,Crysencio Summerville,19,West Ham,MID,a,Available,100.0,,1137,14,0,3,3,0,117.6,173.8,211.0,50.3,21
616,Álvarez,Edson Álvarez Velázquez,19,West Ham,MID,u,Unavailable,0.0,Has joined Fenerbahçe on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
617,Cornet,Maxwel Cornet,19,West Ham,MID,u,Unavailable,0.0,has joined Genoa on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
618,G.Rodriguez,Guido Rodríguez,19,West Ham,MID,a,Available,,,164,2,0,0,1,0,5.6,6.0,2.0,1.3,21
619,L.Guilherme,Luis Guilherme Lira dos Santos,19,West Ham,MID,u,Unavailable,0.0,has joined Sporting CP permanently.,121,1,0,0,0,0,9.2,14.5,4.0,2.5,21
620,Earthy,George Earthy,19,West Ham,MID,a,Available,100.0,,8,0,0,0,0,0,0.0,1.5,2.0,0.4,21
621,Irving,Andy Irving,19,West Ham,MID,a,Available,,,156,2,0,0,0,0,31.6,52.3,2.0,8.6,21
