id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek,recent_minutes_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,total_upcoming_fixtures,congestion_level,workload_intensity,is_overworked,availability_score,injury_prone,physical_demand,position_risk,congestion_numeric
68,Dennis,Will Dennis,4,Bournemouth,GK,i,Injured,0.0,Ankle injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
69,McKenna,Callan McKenna,4,Bournemouth,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
70,Paulsen,Alex Paulsen,4,Bournemouth,GK,u,Unavailable,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
71,Zabarnyi,Illia Zabarnyi,4,Bournemouth,DEF,u,Unavailable,0.0,Has joined Paris Saint-Germain permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
72,Senesi,Marcos Senesi Barón,4,Bournemouth,DEF,a,Available,100.0,,1758,20,0,4,6,0,684.8,263.8,103.0,105.2,21,450,1,1,781,17,High,83.71428571428571,1,9,0,6,1,2
73,Smith,Adam Smith,4,Bournemouth,DEF,a,Available,100.0,,522,8,0,1,1,0,56.2,28.3,18.0,10.2,21,46,4,7,309,17,High,58.0,0,6,1,1,1,2
74,Truffert,Adrien Truffert,4,Bournemouth,DEF,a,Available,100.0,,1848,21,0,1,3,0,429.6,303.2,81.0,81.3,21,436,0,0,886,17,High,84.0,1,10,0,3,1,2
75,Akinmboni,Matai Akinmboni,4,Bournemouth,DEF,d,Doubtful,25.0,Muscle injury - 25% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
76,Bevan,Owen Bevan,4,Bournemouth,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
77,Hill,James Hill,4,Bournemouth,DEF,a,Available,100.0,,572,5,0,0,1,0,136.2,20.7,51.0,20.8,21,270,5,6,299,17,High,95.33333333333333,0,5,1,1,1,2
78,J.Araujo,Julián Araujo Zúñiga,4,Bournemouth,DEF,u,Unavailable,0.0,has joined Celtic on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
79,Mepham,Chris Mepham,4,Bournemouth,DEF,u,Unavailable,0.0,has joined West Bromwich Albion permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
80,Soler,Julio Soler Barreto,4,Bournemouth,DEF,a,Available,100.0,,34,0,0,0,0,0,1.8,2.5,2.0,0.6,21,13,8,9,33,17,High,34.0,0,2,1,0,1,2
81,Kluivert,Justin Kluivert,4,Bournemouth,MID,i,Injured,0.0,Knee injury - Expected back 09 May,914,10,2,0,4,0,146.6,304.1,128.0,57.8,21,271,2,1,522,17,High,83.0909090909091,0,8,0,4,2,2
84,Tavernier,Marcus Tavernier,4,Bournemouth,MID,a,Available,100.0,,1692,19,4,3,3,0,385.8,427.6,308.0,112.3,21,446,0,0,836,17,High,84.6,1,10,0,3,2,2
85,Adams,Tyler Adams,4,Bournemouth,MID,i,Injured,0.0,Knee injury - Expected back 21 Feb,1196,15,2,1,5,0,266.2,74.0,105.0,44.7,21,0,6,5,243,17,High,74.75,0,4,1,5,2,2
86,Brooks,David Brooks,4,Bournemouth,MID,a,Available,100.0,,932,11,1,2,6,0,191.6,297.7,379.0,85.4,21,287,1,1,383,17,High,77.66666666666667,0,9,0,6,2,2
87,Christie,Ryan Christie,4,Bournemouth,MID,d,Doubtful,50.0,Knee injury - 50% chance of playing,287,1,1,1,1,0,79.4,58.0,84.0,22.3,21,16,8,4,61,17,High,143.5,0,2,1,1,2,2
88,Cook,Lewis Cook,4,Bournemouth,MID,a,Available,100.0,,500,4,0,1,1,1,121.4,130.6,10.0,26.4,21,286,4,3,421,17,High,100.0,0,6,1,4,2,2
89,Philip,Philip Billing,4,Bournemouth,MID,u,Unavailable,0.0,Has joined Midtjylland permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
90,Scott,Alex Scott,4,Bournemouth,MID,a,Available,100.0,,1408,18,1,1,2,0,251.8,183.8,130.0,56.1,21,337,0,0,681,17,High,74.10526315789474,0,10,0,2,2,2
91,Sinisterra,Luis Sinisterra Lucumí,4,Bournemouth,MID,u,Unavailable,0.0,Has joined Cruzeiro on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
92,Faivre,Romain Faivre,4,Bournemouth,MID,u,Unavailable,0.0,has joined Al Taawoun permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
93,H.Traorè,Hamed Traorè,4,Bournemouth,MID,u,Unavailable,0.0,has joined Marseille on loan for the rest of the season.,16,0,0,1,0,0,21.2,10.0,0.0,3.1,21,0,10,20,0,17,High,16.0,0,0,1,0,2,2
94,Sadi,Dominic Sadi,4,Bournemouth,MID,u,Unavailable,0.0,has joined Novi Pazar on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
95,Silcott-Duberry,Zain Silcott-Duberry,4,Bournemouth,MID,u,Unavailable,0.0,has joined Olympiakos permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
96,Winterburn,Ben Winterburn,4,Bournemouth,MID,u,Unavailable,0.0,has joined Barnet on loan for the rest of the season.,6,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,20,0,17,High,6.0,0,0,1,0,2,2
97,Evanilson,Francisco Evanilson de Lima Barbosa,4,Bournemouth,FWD,a,Available,100.0,,1406,16,4,3,1,0,182.0,206.1,429.0,81.4,21,324,0,2,685,17,High,82.70588235294117,0,10,0,1,2,2
98,Enes Ünal,Enes Ünal,4,Bournemouth,FWD,i,Injured,0.0,Muscle injury - Expected back 31 Jan,111,0,1,0,1,0,38.0,4.1,51.0,9.0,21,77,2,8,110,17,High,111.0,0,8,0,1,2,2
99,Adu-Adjei,Daniel Adu-Adjei,4,Bournemouth,FWD,u,Unavailable,0.0,has joined HNK Rijeka permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
100,Kroupi.Jr,Junior Kroupi,4,Bournemouth,FWD,a,Available,100.0,,568,7,7,0,2,0,266.0,86.2,265.0,61.7,21,150,2,2,317,17,High,71.0,0,8,0,2,2,2
391,Gannon-Doak,Ben Gannon-Doak,4,Bournemouth,MID,i,Injured,0.0,Hamstring injury - Unknown return date,53,0,0,1,0,0,21.2,14.0,11.0,4.7,21,0,10,11,0,17,High,53.0,0,0,1,0,2,2
685,Diakité,Bafodé Diakité,4,Bournemouth,DEF,a,Available,100.0,,1263,15,0,0,1,0,262.8,54.3,22.0,34.0,21,138,2,2,543,17,High,78.9375,0,8,0,1,1,2
687,Rees-Dottin,Remy Rees-Dottin,4,Bournemouth,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
697,Adli,Amine Adli,4,Bournemouth,MID,a,Available,100.0,,429,3,1,0,1,0,113.6,87.2,109.0,30.3,21,45,1,1,219,17,High,107.25,0,9,0,1,2,2
713,A.Jimenez,Álex Jiménez Sánchez,4,Bournemouth,DEF,a,Available,100.0,,1153,13,0,2,5,0,169.6,94.0,74.0,33.7,21,446,1,1,744,17,High,82.35714285714286,1,9,0,5,1,2
721,Milosavljević,Veljko Milosavljevic,4,Bournemouth,DEF,a,Available,100.0,,366,4,0,0,0,0,98.4,13.9,10.0,12.2,21,1,8,6,91,17,High,73.2,0,2,1,0,1,2
756,DaCosta,Malcom DaCosta,4,Bournemouth,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,8,8,0,17,High,0.0,0,2,1,0,2,2
782,Forster,Fraser Forster,4,Bournemouth,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,2,2,0,17,High,0.0,0,8,0,0,0,2
27,Nelson,Reiss Nelson,5,Brentford,MID,a,Available,100.0,,50,0,0,0,0,0,16.4,4.0,16.0,3.4,21,19,6,9,34,17,High,50.0,0,4,1,0,2,2
83,O.Dango,Dango Ouattara,5,Brentford,MID,a,Available,100.0,,1061,12,3,4,3,0,183.6,96.5,309.0,58.4,21,0,5,5,421,17,High,81.61538461538461,0,5,1,3,2,2
101,Kelleher,Caoimhín Kelleher,5,Brentford,GK,a,Available,100.0,,1890,21,0,0,1,0,524.2,20.0,0.0,54.5,21,450,0,0,900,17,High,85.9090909090909,1,10,0,1,0,2
102,Balcombe,Ellery Balcombe,5,Brentford,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
103,Cox,Matthew Cox,5,Brentford,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
104,Eyestone,Julian Eyestone,5,Brentford,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
105,Valdimarsson,Hákon Rafn Valdimarsson,5,Brentford,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
106,Collins,Nathan Collins,5,Brentford,DEF,a,Available,100.0,,1816,20,1,2,4,0,588.0,100.1,221.0,91.1,21,450,0,0,826,17,High,86.47619047619048,1,10,0,4,1,2
107,Lewis-Potter,Keane Lewis-Potter,5,Brentford,DEF,a,Available,100.0,,904,10,2,1,1,0,171.6,149.4,145.0,46.6,21,354,0,1,458,17,High,82.18181818181819,0,10,0,1,1,2
108,Ajer,Kristoffer Ajer,5,Brentford,DEF,a,Available,100.0,,971,11,0,2,1,0,222.0,28.8,114.0,36.6,21,360,2,1,583,17,High,80.91666666666667,0,8,0,1,1,2
109,Henry,Rico Henry,5,Brentford,DEF,a,Available,100.0,,712,6,0,1,2,0,68.0,33.0,22.0,12.2,21,360,1,2,523,17,High,101.71428571428571,0,9,0,2,1,2
110,Kayode,Michael Kayode,5,Brentford,DEF,a,Available,100.0,,1828,21,0,1,5,0,362.2,299.2,67.0,73.0,21,441,0,0,876,17,High,83.0909090909091,1,10,0,5,1,2
111,Pinnock,Ethan Pinnock,5,Brentford,DEF,a,Available,100.0,,228,3,0,0,1,0,62.8,1.1,12.0,7.6,21,0,9,8,73,17,High,57.0,0,1,1,1,1,2
112,Roerslev,Mads Roerslev Rasmussen,5,Brentford,DEF,u,Unavailable,0.0,Has joined Southampton permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
113,Van den Berg,Sepp van den Berg,5,Brentford,DEF,a,Available,100.0,,1530,17,0,0,1,0,341.4,31.7,173.0,54.7,21,90,4,4,540,17,High,85.0,0,6,1,1,1,2
114,Arthur,Benjamin Arthur,5,Brentford,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
115,Fredrick,Benjamin Fredrick,5,Brentford,DEF,u,Unavailable,0.0,has joined Dender on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
116,Hickey,Aaron Hickey,5,Brentford,DEF,a,Available,100.0,,506,6,0,0,1,0,57.6,12.6,37.0,10.7,21,96,3,3,253,17,High,72.28571428571429,0,7,1,1,1,2
117,Ji-soo,Kim Ji-soo,5,Brentford,DEF,u,Unavailable,0.0,has joined Kaiserslautern on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
118,Meghoma,Jayden Meghoma,5,Brentford,DEF,u,Unavailable,0.0,Has joined Rangers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
120,Schade,Kevin Schade,5,Brentford,MID,a,Available,100.0,,1645,19,6,4,5,0,419.6,273.3,528.0,122.2,21,412,1,1,725,17,High,82.25,1,9,0,5,2,2
121,Damsgaard,Mikkel Damsgaard,5,Brentford,MID,a,Available,100.0,,1160,13,1,3,0,0,274.2,415.5,149.0,83.9,21,158,1,1,445,17,High,82.85714285714286,0,9,0,0,2,2
122,Milambo,Antoni Milambo,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Jun,45,1,0,0,0,0,4.0,1.8,0.0,0.6,21,0,10,20,0,17,High,22.5,0,0,1,0,2,2
123,Carvalho,Fábio Freitas Gouveia Carvalho,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Jun,100,1,1,0,0,0,39.0,6.5,36.0,8.1,21,0,10,11,0,17,High,50.0,0,0,1,0,2,2
124,Henderson,Jordan Henderson,5,Brentford,MID,d,Doubtful,75.0,Ankle injury - 75% chance of playing,1349,15,1,3,4,0,265.8,270.7,41.0,57.7,21,131,1,1,520,17,High,84.3125,0,9,0,4,2,2
125,Janelt,Vitaly Janelt,5,Brentford,MID,a,Available,100.0,,758,7,0,4,3,0,218.0,178.9,62.0,45.6,21,450,1,4,613,17,High,94.75,1,9,0,3,2,2
126,Jensen,Mathias Jensen,5,Brentford,MID,a,Available,100.0,,764,9,2,0,1,0,151.4,159.0,74.0,38.3,21,287,0,1,550,17,High,76.4,0,10,0,1,2,2
127,Nunes,Gustavo Nunes Fernandes Gomes,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
128,Onyeka,Frank Onyeka,5,Brentford,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,88,0,0,2,0,0,28.4,13.6,4.0,4.6,21,0,10,12,0,17,High,88.0,0,0,1,0,2,2
129,Yarmoliuk,Yehor Yarmoliuk,5,Brentford,MID,a,Available,100.0,,1564,19,1,2,4,0,270.4,185.5,99.0,55.5,21,437,0,0,696,17,High,78.2,1,10,0,4,2,2
130,Donovan,Romelle Donovan,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
131,Konak,Yunus Emre Konak,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
132,Maghoma,Paris Maghoma,5,Brentford,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
133,Peart-Harris,Myles Peart-Harris,5,Brentford,MID,a,Available,100.0,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21,1,9,19,1,17,High,1.0,0,1,1,0,2,2
134,Trevitt,Ryan Trevitt,5,Brentford,MID,u,Unavailable,0.0,Has joined Wigan on loan for the rest of the season,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
136,Thiago,Igor Thiago Nascimento Rodrigues,5,Brentford,FWD,a,Available,100.0,,1752,20,16,1,4,0,684.2,187.0,747.0,161.8,21,441,0,0,831,17,High,83.42857142857143,1,10,0,4,2,2
137,Morgan,Iwan Morgan,5,Brentford,FWD,u,Unavailable,0.0,has joined Shrewsbury on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
748,Dasilva,Josh Dasilva,5,Brentford,MID,i,Injured,0.0,Knee injury - Expected back 01 Feb,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,11,0,17,High,0.0,0,0,1,0,2,2
138,Steele,Jason Steele,6,Brighton,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
139,Verbruggen,Bart Verbruggen,6,Brighton,GK,a,Available,100.0,,1890,21,0,0,3,0,549.8,10.0,0.0,55.9,21,450,0,0,900,17,High,85.9090909090909,1,10,0,3,0,2
140,McGill,Tom McGill,6,Brighton,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
141,Rushworth,Carl Rushworth,6,Brighton,GK,u,Unavailable,0.0,Has joined Coventry City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
142,Scherpen,Kjell Scherpen,6,Brighton,GK,u,Unavailable,0.0,Has joined Union SG permanently,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
143,Boscagli,Olivier Boscagli,6,Brighton,DEF,a,Available,100.0,,142,2,0,0,1,0,39.0,10.2,2.0,5.2,21,90,7,11,142,17,High,47.333333333333336,0,3,1,1,1,2
144,Coppola,Diego Coppola,6,Brighton,DEF,a,Available,100.0,,193,2,0,0,2,0,42.4,3.7,2.0,4.8,21,176,8,8,176,17,High,64.33333333333333,0,2,1,2,1,2
145,De Cuyper,Maxim De Cuyper,6,Brighton,DEF,a,Available,100.0,,975,12,2,0,2,0,192.8,298.9,118.0,61.0,21,275,1,1,564,17,High,75.0,0,9,0,2,1,2
146,Dunk,Lewis Dunk,6,Brighton,DEF,a,Available,100.0,,1755,19,0,1,8,0,374.0,65.8,75.0,51.7,21,360,1,1,765,17,High,87.75,0,9,0,8,1,2
147,Estupiñan,Pervis Estupiñán Tenorio,6,Brighton,DEF,u,Unavailable,0.0,Has joined AC Milan permanently,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
148,F.Kadıoğlu,Ferdi Kadıoğlu,6,Brighton,DEF,a,Available,100.0,,1602,17,0,1,4,0,257.8,253.9,122.0,63.7,21,450,0,1,868,17,High,89.0,1,10,0,4,1,2
150,Lamptey,Tariq Lamptey,6,Brighton,DEF,u,Unavailable,0.0,has joined Fiorentina permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
151,Van Hecke,Jan Paul van Hecke,6,Brighton,DEF,a,Available,100.0,,1800,20,3,1,5,0,597.6,92.7,203.0,89.6,21,360,1,1,810,17,High,85.71428571428571,0,9,0,5,1,2
152,Veltman,Joël Veltman,6,Brighton,DEF,a,Available,100.0,,583,6,1,0,3,0,169.0,64.8,52.0,28.7,21,225,4,4,244,17,High,83.28571428571429,0,6,1,3,1,2
153,Webster,Adam Webster,6,Brighton,DEF,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
154,Cashin,Eiran Cashin,6,Brighton,DEF,u,Unavailable,0.0,Has joined Birmingham on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
155,Slater,Jacob Slater,6,Brighton,DEF,u,Unavailable,0.0,has joined Harrogate Town on loan until January.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
156,Tasker,Charlie Tasker,6,Brighton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
157,Mitoma,Mitoma Kaoru,6,Brighton,MID,a,Available,100.0,,743,8,2,1,2,0,154.8,202.2,159.0,51.2,21,209,5,9,235,17,High,82.55555555555556,0,5,1,2,2,2
158,Georginio,Georginio Rutter,6,Brighton,MID,a,Available,100.0,,1336,16,2,4,2,0,238.4,251.0,326.0,81.5,21,344,1,1,658,17,High,78.58823529411765,0,9,0,2,2,2
159,March,Solly March,6,Brighton,MID,d,Doubtful,25.0,Knee injury - 25% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
160,Minteh,Yankuba Minteh,6,Brighton,MID,d,Doubtful,50.0,Dead leg - 50% chance of playing,1543,18,1,8,0,0,290.2,419.0,414.0,112.6,21,172,2,2,594,17,High,81.21052631578948,0,8,0,0,2,2
161,Enciso,Julio Enciso Espínola,6,Brighton,MID,u,Unavailable,0.0,has joined Strasbourg permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
162,Gruda,Brajan Gruda,6,Brighton,MID,a,Available,100.0,,643,7,1,1,2,0,119.6,190.7,137.0,44.4,21,261,0,4,425,17,High,80.375,0,10,0,2,2,2
163,Hinshelwood,Jack Hinshelwood,6,Brighton,MID,a,Available,100.0,,590,6,1,2,0,0,117.4,53.5,50.0,22.3,21,252,1,7,483,17,High,84.28571428571429,0,9,0,0,2,2
164,O'Riley,Matt O'Riley,6,Brighton,MID,u,Unavailable,0.0,has joined Marseille on loan for the rest of the season.,177,2,1,0,0,0,60.8,66.6,63.0,19.0,21,0,10,19,0,17,High,59.0,0,0,1,0,2,2
165,Sima,Abdallah Sima,6,Brighton,MID,u,Unavailable,0.0,has joined Lens permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
166,Ayari,Yasin Ayari,6,Brighton,MID,a,Available,100.0,,1519,16,2,2,0,0,245.0,191.2,186.0,62.3,21,442,2,2,648,17,High,89.3529411764706,1,8,0,0,2,2
167,Baleba,Carlos Baleba,6,Brighton,MID,a,Available,100.0,,894,14,0,0,4,0,63.2,68.4,16.0,14.7,21,0,5,5,250,17,High,59.6,0,5,1,4,2,2
169,Gomez,Diego Gómez Amarilla,6,Brighton,MID,a,Available,100.0,,1268,15,3,0,5,0,259.0,237.2,293.0,78.9,21,312,1,1,730,17,High,79.25,0,9,0,5,2,2
170,Milner,James Milner,6,Brighton,MID,a,Available,100.0,,297,2,1,1,2,0,88.2,90.0,23.0,20.0,21,107,5,6,110,17,High,99.0,0,5,1,2,2,2
171,Sarmiento,Jeremy Sarmiento Morante,6,Brighton,MID,u,Unavailable,0.0,has joined Cremonese on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
172,Watson,Tom Watson,6,Brighton,MID,a,Available,100.0,,57,0,0,0,1,0,6.0,2.4,7.0,1.6,21,17,6,8,17,17,High,57.0,0,4,1,1,2,2
173,Wieffer,Mats Wieffer,6,Brighton,MID,i,Injured,0.0,Toe Injury - Unknown return date,1179,13,0,4,4,0,303.4,229.5,131.0,66.5,21,90,3,3,540,17,High,84.21428571428571,0,7,1,4,2,2
174,Yalcouye,Malick Yalcouyé,6,Brighton,MID,u,Unavailable,0.0,Has joined Swansea City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
175,Knight,Joe Knight,6,Brighton,MID,a,Available,100.0,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,11,0,17,High,1.0,0,0,1,0,2,2
176,Mazilu,Adrian Mazilu,6,Brighton,MID,u,Unavailable,0.0,has joined Dinamo Bucharest permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
177,Moran,Andrew Moran,6,Brighton,MID,u,Unavailable,0.0,Has joined Los Angeles FC on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
178,Welbeck,Danny Welbeck,6,Brighton,FWD,a,Available,100.0,,1113,12,8,0,3,0,300.4,154.3,316.0,76.5,21,129,1,1,404,17,High,85.61538461538461,0,9,0,3,2,2
179,Ferguson,Evan Ferguson,6,Brighton,FWD,u,Unavailable,0.0,Has joined AS Roma on loan for the rest of the season,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
180,Tzimas,Stefanos Tzimas,6,Brighton,FWD,i,Injured,0.0,Knee injury - Expected back 01 Jun,132,1,1,1,0,0,66.6,65.7,44.0,17.7,21,0,8,7,48,17,High,66.0,0,2,1,0,2,2
181,Kostoulas,Charalampos Kostoulas,6,Brighton,FWD,a,Available,100.0,,167,1,1,1,1,0,79.8,69.2,142.0,29.1,21,99,3,7,138,17,High,83.5,0,7,1,1,2,2
744,Oriola,Nehemiah Oriola,6,Brighton,MID,a,Available,100.0,,1,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,11,0,17,High,1.0,0,0,1,0,2,2
761,Simmonds,Freddie Simmonds,6,Brighton,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,5,5,0,17,High,0.0,0,5,1,0,1,2
783,Groß,Pascal Groß,6,Brighton,MID,a,Available,100.0,,109,1,0,0,1,0,9.8,4.3,25.0,3.7,21,109,0,0,109,17,High,54.5,0,10,0,1,2,2
795,Howell,Harry Howell,6,Brighton,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,1,1,0,17,High,0.0,0,9,0,0,2,2
168,Buonanotte,Facundo Buonanotte,7,Chelsea,MID,a,Available,100.0,,45,1,0,0,0,0,5.6,25.1,8.0,3.9,21,0,10,17,0,17,High,22.5,0,0,1,0,2,2
220,Sánchez,Robert Lynch Sánchez,7,Chelsea,GK,a,Available,100.0,,1714,20,0,1,2,1,434.0,50.0,0.0,48.1,21,360,1,1,810,17,High,81.61904761904762,0,9,0,5,0,2
221,Jörgensen,Filip Jörgensen,7,Chelsea,GK,a,Available,100.0,,174,1,0,0,0,0,28.2,0.0,0.0,2.8,21,90,9,14,90,17,High,87.0,0,1,1,0,0,2
222,Penders,Mike Penders,7,Chelsea,GK,u,Unavailable,0.0,Has joined RC Strasbourg on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
223,Slonina,Gabriel Słonina,7,Chelsea,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
224,Cucurella,Marc Cucurella Saseta,7,Chelsea,DEF,a,Available,100.0,,1525,18,0,2,3,1,299.4,307.8,113.0,71.9,21,179,2,2,629,17,High,80.26315789473684,0,8,0,6,1,2
225,James,Reece James,7,Chelsea,DEF,a,Available,100.0,,1361,14,2,5,4,0,377.0,368.6,85.0,83.2,21,340,1,1,655,17,High,90.73333333333333,0,9,0,4,1,2
