id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek,recent_minutes_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,total_upcoming_fixtures,congestion_level,workload_intensity,is_overworked,availability_score,injury_prone,physical_demand,position_risk,congestion_numeric
336,Reed,Harrison Reed,10,Fulham,MID,a,Available,100.0,,14,0,1,0,0,0,35.6,8.4,7.0,5.1,21,13,6,11,14,17,High,14.0,0,4,1,0,2,2
337,Raúl,Raúl Jiménez Rodríguez,10,Fulham,FWD,a,Available,100.0,,1308,16,5,4,4,0,281.8,205.1,438.0,92.0,21,438,0,1,859,17,High,76.94117647058823,1,10,0,4,2,2
338,Muniz,Rodrigo Muniz Carvalho,10,Fulham,FWD,i,Injured,0.0,Hamstring injury - Expected back 22 Feb,348,4,1,1,1,0,61.8,42.0,122.0,22.2,21,0,10,10,0,17,High,69.6,0,0,1,1,2,2
664,Lecomte,Benjamin Lecomte,10,Fulham,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
727,Chukwueze,Samuel Chukwueze,10,Fulham,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,393,3,2,4,0,0,170.6,140.8,124.0,43.6,21,0,5,5,316,17,High,98.25,0,5,1,0,2,2
731,Kevin,Kevin Santos Lopes de Macedo,10,Fulham,MID,a,Available,100.0,,706,6,0,2,1,0,155.6,187.8,180.0,52.2,21,290,1,1,392,17,High,100.85714285714286,0,9,0,1,2,2
737,Kusi-Asare,Jonah Kusi-Asare,10,Fulham,FWD,a,Available,100.0,,28,0,0,0,0,0,1.2,11.4,8.0,2.1,21,10,7,5,27,17,High,28.0,0,3,1,0,2,2
770,Ridgeon,Seth Ridgeon,10,Fulham,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,5,5,0,17,High,0.0,0,5,1,0,2,2
786,McNally,Alfie McNally,10,Fulham,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,2,2,0,17,High,0.0,0,8,0,0,0,2
339,Meslier,Illan Meslier,11,Leeds,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
340,Cairns,Alex Cairns,11,Leeds,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
341,Darlow,Karl Darlow,11,Leeds,GK,a,Available,100.0,,450,5,0,0,0,0,105.0,0.0,0.0,10.5,21,0,10,13,0,17,High,75.0,0,0,1,0,0,2
342,Bogle,Jayden Bogle,11,Leeds,DEF,d,Doubtful,50.0,Calf injury - 50% chance of playing,1580,18,0,2,4,0,209.4,140.8,108.0,45.9,21,176,2,2,622,17,High,83.15789473684211,0,8,0,4,1,2
343,Struijk,Pascal Struijk,11,Leeds,DEF,a,Available,100.0,,1628,18,0,1,3,0,397.4,104.2,170.0,67.1,21,450,0,2,900,17,High,85.6842105263158,1,10,0,3,1,2
344,Bijol,Jaka Bijol,11,Leeds,DEF,a,Available,100.0,,982,11,1,2,1,0,268.4,37.7,129.0,43.5,21,450,1,8,721,17,High,81.83333333333333,1,9,0,1,1,2
345,Bornauw,Sebastiaan Bornauw,11,Leeds,DEF,d,Doubtful,75.0,Hip injury - 75% chance of playing,164,2,0,0,0,0,24.6,4.9,6.0,3.5,21,162,5,13,164,17,High,54.666666666666664,0,5,1,0,1,2
346,Byram,Sam Byram,11,Leeds,DEF,a,Available,100.0,,7,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,19,0,17,High,7.0,0,0,1,0,1,2
347,Gudmundsson,Gabriel Gudmundsson,11,Leeds,DEF,a,Available,100.0,,1740,20,0,0,2,0,334.4,301.6,114.0,75.1,21,450,0,0,829,17,High,82.85714285714286,1,10,0,2,1,2
348,Rodon,Joe Rodon,11,Leeds,DEF,a,Available,100.0,,1650,19,2,0,1,0,424.2,60.2,154.0,63.9,21,210,2,2,660,17,High,82.5,0,8,0,1,1,2
349,Schmidt,Isaac Schmidt,11,Leeds,DEF,u,Unavailable,0.0,has joined Werder Bremen on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
350,Aaronson,Brenden Aaronson,11,Leeds,MID,a,Available,100.0,,1242,14,4,6,1,0,332.6,273.5,334.0,94.0,21,411,1,1,533,17,High,82.8,1,9,0,1,2,2
351,Gnonto,Wilfried Gnonto,11,Leeds,MID,a,Available,100.0,,317,4,0,2,2,0,57.8,73.1,27.0,15.9,21,29,2,7,126,17,High,63.4,0,8,0,2,2,2
352,Harrison,Jack Harrison,11,Leeds,MID,a,Available,100.0,,262,1,0,0,0,0,30.0,49.4,35.0,11.5,21,0,9,5,1,17,High,131.0,0,1,1,0,2,2
353,James,Daniel James,11,Leeds,MID,i,Injured,0.0,Hamstring injury - Expected back 31 Jan,348,4,0,0,0,0,36.0,95.0,87.0,21.9,21,0,8,8,64,17,High,69.6,0,2,1,0,2,2
354,Ampadu,Ethan Ampadu,11,Leeds,MID,a,Available,100.0,,1589,18,1,0,6,0,317.6,150.2,77.0,54.7,21,356,1,2,802,17,High,83.63157894736842,0,9,0,6,2,2
355,Greenwood,Sam Greenwood,11,Leeds,MID,u,Unavailable,0.0,has joined Pogon Szczecin permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
356,Gruev,Ilia Gruev,11,Leeds,MID,a,Available,100.0,,650,7,0,2,1,0,97.4,72.2,6.0,17.6,21,262,3,3,439,17,High,81.25,0,7,1,1,2,2
357,Ramazani,Largie Ramazani,11,Leeds,MID,u,Unavailable,0.0,has joined Valencia on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
358,Tanaka,Tanaka Ao,11,Leeds,MID,a,Available,100.0,,704,7,2,0,1,0,133.0,122.5,78.0,33.3,21,84,0,2,384,17,High,88.0,0,10,0,1,2,2
359,Crew,Charlie Crew,11,Leeds,MID,u,Unavailable,0.0,Has joined Doncaster Rovers on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
360,Gelhardt,Joe Gelhardt,11,Leeds,MID,u,Unavailable,0.0,Has joined Hull City on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
361,Gyabi,Darko Gyabi,11,Leeds,MID,u,Unavailable,0.0,has joined Hull City permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
362,Piroe,Joël Piroe,11,Leeds,FWD,a,Available,100.0,,201,2,0,0,0,0,6.0,20.7,90.0,11.2,21,6,5,4,23,17,High,67.0,0,5,1,0,2,2
363,Bamford,Patrick Bamford,11,Leeds,FWD,u,Unavailable,0.0,has departed the club as a free agent.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
364,Mateo Joseph,Mateo Joseph Fernández-Regatillo,11,Leeds,FWD,u,Unavailable,0.0,Has joined RCD Mallorca on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
365,Nmecha,Lukas Nmecha,11,Leeds,FWD,a,Available,100.0,,593,6,4,0,0,0,161.8,44.7,242.0,44.9,21,104,3,3,321,17,High,84.71428571428571,0,7,1,0,2,2
493,Longstaff,Sean Longstaff,11,Leeds,MID,a,Available,100.0,,877,10,1,2,1,0,228.2,327.0,54.0,60.9,21,0,9,9,90,17,High,79.72727272727273,0,1,1,1,2,2
660,Stach,Anton Stach,11,Leeds,MID,a,Available,100.0,,1529,18,3,5,2,0,392.8,603.6,213.0,121.1,21,439,1,1,731,17,High,80.47368421052632,1,9,0,2,2,2
665,Perri,Lucas Estella Perri,11,Leeds,GK,a,Available,100.0,,1440,16,0,0,2,0,322.4,0.0,0.0,32.2,21,450,0,5,900,17,High,84.70588235294117,1,10,0,2,0,2
691,Calvert-Lewin,Dominic Calvert-Lewin,11,Leeds,FWD,a,Available,100.0,,1309,14,9,2,1,0,361.4,186.2,573.0,111.3,21,366,0,1,695,17,High,87.26666666666667,0,10,0,1,2,2
698,Okafor,Noah Okafor,11,Leeds,MID,a,Available,100.0,,1031,13,2,2,2,0,170.6,160.9,257.0,58.9,21,252,0,1,516,17,High,73.64285714285714,0,10,0,2,2,2
706,Justin,James Justin,11,Leeds,DEF,a,Available,100.0,,429,4,0,0,1,0,84.2,7.7,23.0,11.6,21,280,3,2,352,17,High,85.8,0,7,1,1,1,2
741,Gray,Harry Gray,11,Leeds,FWD,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,17,0,17,High,0.0,0,0,1,0,2,2
787,Chambers,Sam Chambers,11,Leeds,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,2,2,0,17,High,0.0,0,8,0,0,2,2
366,A.Becker,Alisson Becker,12,Liverpool,GK,a,Available,100.0,,1440,16,0,0,0,0,280.6,0.1,0.0,28.0,21,450,0,5,900,17,High,84.70588235294117,1,10,0,0,0,2
367,Mamardashvili,Giorgi Mamardashvili,12,Liverpool,GK,a,Available,100.0,,450,5,0,0,0,0,140.0,0.0,0.0,13.9,21,0,10,10,0,17,High,75.0,0,0,1,0,0,2
368,Pécsi,Ármin Pécsi,12,Liverpool,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
369,Woodman,Freddie Woodman,12,Liverpool,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
370,Frimpong,Jeremie Frimpong,12,Liverpool,DEF,a,Available,100.0,,390,4,0,4,0,0,58.2,73.4,67.0,20.0,21,307,5,8,307,17,High,78.0,0,5,1,0,1,2
371,Kerkez,Milos Kerkez,12,Liverpool,DEF,a,Available,100.0,,1413,17,1,0,3,0,283.0,240.5,96.0,62.0,21,384,0,1,719,17,High,78.5,0,10,0,3,1,2
372,Robertson,Andrew Robertson,12,Liverpool,DEF,a,Available,100.0,,481,4,0,0,0,0,105.2,166.8,49.0,32.2,21,66,4,2,190,17,High,96.2,0,6,1,0,1,2
373,Virgil,Virgil van Dijk,12,Liverpool,DEF,a,Available,100.0,,1890,21,0,0,3,0,567.6,116.4,142.0,82.5,21,450,0,0,900,17,High,85.9090909090909,1,10,0,3,1,2
374,Konaté,Ibrahima Konaté,12,Liverpool,DEF,a,Available,100.0,,1786,21,0,0,5,0,456.4,99.4,71.0,62.9,21,450,0,0,864,17,High,81.18181818181819,1,10,0,5,1,2
375,Bradley,Conor Bradley,12,Liverpool,DEF,i,Injured,0.0,Knee injury - Unknown return date,928,12,0,2,5,0,157.4,105.2,62.0,32.3,21,332,4,3,399,17,High,71.38461538461539,0,6,1,5,1,2
376,Gomez,Joe Gomez,12,Liverpool,DEF,a,Available,100.0,,246,3,0,2,2,0,70.2,56.3,20.0,14.6,21,2,4,5,203,17,High,61.5,0,6,1,2,1,2
377,Tsimikas,Konstantinos Tsimikas,12,Liverpool,DEF,u,Unavailable,0.0,has joined AS Roma on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
378,Nallo,Amara Nallo,12,Liverpool,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
379,R.Williams,Rhys Williams,12,Liverpool,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
380,Ramsay,Calvin Ramsay,12,Liverpool,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
381,M.Salah,Mohamed Salah,12,Liverpool,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,1183,12,4,3,1,0,283.2,454.7,408.0,114.6,21,0,7,5,199,17,High,91.0,0,3,1,1,2,2
382,Wirtz,Florian Wirtz,12,Liverpool,MID,a,Available,100.0,,1404,16,2,2,1,0,265.2,515.9,368.0,115.0,21,410,1,1,718,17,High,82.58823529411765,1,9,0,1,2,2
383,Luis Díaz,Luis Díaz Marulanda,12,Liverpool,MID,u,Unavailable,0.0,Has joined Bayern Munch permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
384,Gakpo,Cody Gakpo,12,Liverpool,MID,a,Available,100.0,,1344,15,5,3,1,0,300.0,377.3,435.0,111.1,21,208,2,2,515,17,High,84.0,0,8,0,1,2,2
385,Chiesa,Federico Chiesa,12,Liverpool,MID,a,Available,100.0,,227,1,2,1,2,0,111.0,32.7,104.0,24.8,21,77,3,1,110,17,High,113.5,0,7,1,2,2,2
386,Mac Allister,Alexis Mac Allister,12,Liverpool,MID,a,Available,100.0,,1386,17,0,2,3,0,199.6,264.0,160.0,62.4,21,384,0,1,749,17,High,77.0,0,10,0,3,2,2
387,Szoboszlai,Dominik Szoboszlai,12,Liverpool,MID,a,Available,100.0,,1792,20,2,1,5,0,390.0,629.8,210.0,122.9,21,360,1,1,802,17,High,85.33333333333333,0,9,0,5,2,2
388,C.Jones,Curtis Jones,12,Liverpool,MID,a,Available,100.0,,964,9,0,1,1,0,179.4,249.4,78.0,50.5,21,329,1,1,626,17,High,96.4,0,9,0,1,2,2
390,Gravenberch,Ryan Gravenberch,12,Liverpool,MID,a,Available,100.0,,1681,19,4,3,3,0,422.8,280.2,115.0,81.8,21,450,0,1,900,17,High,84.05,1,10,0,3,2,2
392,Endo,Endo Wataru,12,Liverpool,MID,a,Available,100.0,,43,0,0,1,1,0,31.2,11.1,0.0,4.2,21,0,9,7,7,17,High,43.0,0,1,1,1,2,2
393,Bajcetic,Stefan Bajčetić Maquieira,12,Liverpool,MID,i,Injured,0.0,Hamstring injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
394,McConnell,James McConnell,12,Liverpool,MID,u,Unavailable,0.0,has joined Ajax on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
395,Morton,Tyler Morton,12,Liverpool,MID,u,Unavailable,0.0,Has joined Lyon permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
396,Nyoni,Trey Nyoni,12,Liverpool,MID,a,Available,100.0,,2,0,0,0,0,0,2.2,10.3,0.0,1.3,21,2,8,16,2,17,High,2.0,0,2,1,0,2,2
397,Darwin,Darwin Núñez Ribeiro,12,Liverpool,FWD,u,Unavailable,0.0,Has joined Al-Hilal permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
398,Danns,Jayden Danns,12,Liverpool,FWD,i,Injured,0.0,Hamstring injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
499,Isak,Alexander Isak,12,Liverpool,FWD,i,Injured,0.0,Ankle injury - Unknown return date,501,6,2,1,0,0,97.6,36.5,143.0,26.9,21,14,4,4,251,17,High,71.57142857142857,0,6,1,0,2,2
661,Ekitiké,Hugo Ekitiké,12,Liverpool,FWD,a,Available,100.0,,1128,13,8,2,0,0,354.6,168.5,431.0,94.4,21,265,2,2,498,17,High,80.57142857142857,0,8,0,0,2,2
686,Ngumoha,Rio Ngumoha,12,Liverpool,MID,a,Available,100.0,,48,0,1,0,0,0,49.6,56.6,27.0,13.4,21,6,8,6,18,17,High,48.0,0,2,1,0,2,2
692,Leoni,Giovanni Leoni,12,Liverpool,DEF,i,Injured,0.0,Knee injury - Expected back 01 Sep,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,20,0,17,High,0.0,0,0,1,0,1,2
746,Morrison,Kieran Morrison,12,Liverpool,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,13,0,17,High,0.0,0,0,1,0,2,2
760,Lucky,Wellity Lucky,12,Liverpool,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,6,6,0,17,High,0.0,0,4,1,0,1,2
82,Semenyo,Antoine Semenyo,13,Man City,MID,a,Available,100.0,,1800,20,10,5,6,0,553.4,347.8,611.0,151.4,21,450,1,1,810,17,High,85.71428571428571,1,9,0,6,2,2
182,Trafford,James Trafford,13,Man City,GK,a,Available,100.0,,270,3,0,0,0,0,100.2,0.0,0.0,10.1,21,0,10,18,0,17,High,67.5,0,0,1,0,0,2
399,Ederson M.,Ederson Santana de Moraes,13,Man City,GK,u,Unavailable,0.0,has joined Fenerbache permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
400,Ortega Moreno,Stefan Ortega Moreno,13,Man City,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
401,Bettinelli,Marcus Bettinelli,13,Man City,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
402,Aït-Nouri,Rayan Aït-Nouri,13,Man City,DEF,a,Available,100.0,,204,3,0,0,1,0,46.4,37.8,7.0,9.1,21,0,9,6,1,17,High,51.0,0,1,1,1,1,2
403,Gvardiol,Joško Gvardiol,13,Man City,DEF,i,Injured,0.0,Leg injury - Unknown return date,1301,15,2,2,2,0,354.6,104.7,193.0,65.3,21,263,1,3,692,17,High,81.3125,0,9,0,2,1,2
404,Akanji,Manuel Akanji,13,Man City,DEF,u,Unavailable,0.0,has joined Inter Milan on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
405,Aké,Nathan Aké,13,Man City,DEF,a,Available,100.0,,394,3,0,0,1,0,84.0,66.8,21.0,17.3,21,172,4,5,193,17,High,98.5,0,6,1,1,1,2
406,Khusanov,Abdukodir Khusanov,13,Man City,DEF,a,Available,100.0,,379,4,0,0,1,0,70.2,11.9,0.0,8.3,21,152,7,11,152,17,High,75.8,0,3,1,1,1,2
407,Matheus N.,Matheus Nunes,13,Man City,DEF,a,Available,100.0,,1575,17,1,4,3,0,417.6,237.9,52.0,71.0,21,432,0,1,882,17,High,87.5,1,10,0,3,1,2
408,Rúben,Rúben dos Santos Gato Alves Dias,13,Man City,DEF,i,Injured,0.0,Hamstring injury - Expected back 11 Feb,1705,19,2,0,2,0,458.0,91.8,94.0,64.5,21,350,1,1,800,17,High,85.25,0,9,0,2,1,2
409,Stones,John Stones,13,Man City,DEF,i,Injured,0.0,Thigh injury - Unknown return date,351,4,0,0,0,0,76.6,19.6,2.0,9.8,21,0,8,7,27,17,High,70.2,0,2,1,0,1,2
410,Lewis,Rico Lewis,13,Man City,DEF,a,Available,100.0,,221,2,0,1,0,0,58.6,73.9,33.0,16.5,21,40,6,6,49,17,High,73.66666666666667,0,4,1,0,1,2
411,O'Reilly,Nico O'Reilly,13,Man City,DEF,a,Available,100.0,,1476,16,1,3,3,0,343.6,256.0,200.0,80.0,21,343,0,1,793,17,High,86.82352941176471,0,10,0,3,1,2
412,Vitor Reis,Vitor de Oliveira Nunes dos Reis,13,Man City,DEF,u,Unavailable,0.0,Has joined Girona on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
413,Marmoush,Omar Marmoush,13,Man City,MID,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,204,2,0,1,0,0,41.4,39.1,93.0,17.2,21,0,6,5,26,17,High,68.0,0,4,1,0,2,2
414,Foden,Phil Foden,13,Man City,MID,a,Available,100.0,,1567,18,7,2,3,0,440.6,650.0,364.0,145.2,21,432,0,1,856,17,High,82.47368421052632,1,10,0,3,2,2
415,Savinho,Sávio Moreira de Oliveira,13,Man City,MID,i,Injured,0.0,Thigh injury - Expected back 21 Feb,531,5,0,2,1,0,75.0,138.1,218.0,43.1,21,90,3,3,143,17,High,88.5,0,7,1,1,2,2
416,Bernardo,Bernardo Mota Veiga de Carvalho e Silva,13,Man City,MID,a,Available,100.0,,1493,17,0,2,5,0,183.4,321.7,99.0,60.3,21,428,0,0,853,17,High,82.94444444444444,1,10,0,5,2,2
417,Cherki,Rayan Cherki,13,Man City,MID,a,Available,100.0,,834,10,2,8,1,0,338.2,512.3,265.0,111.7,21,351,0,5,621,17,High,75.81818181818181,0,10,0,1,2,2
418,Doku,Jérémy Doku,13,Man City,MID,a,Available,100.0,,1084,12,1,7,0,0,295.8,549.3,372.0,121.6,21,149,3,3,467,17,High,83.38461538461539,0,7,1,0,2,2
420,Gündoğan,İlkay Gündoğan,13,Man City,MID,u,Unavailable,0.0,has joined Galatasaray permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
421,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,13,Man City,MID,a,Available,100.0,,453,5,0,0,0,0,97.4,123.1,29.0,24.9,21,161,7,8,161,17,High,75.5,0,3,1,0,2,2
422,Kovačić,Mateo Kovačić,13,Man City,MID,i,Injured,0.0,Ankle injury - Unknown return date,4,0,0,0,0,0,2.6,0.8,0.0,0.3,21,0,10,13,0,17,High,4.0,0,0,1,0,2,2
423,N.Gonzalez,Nico González Iglesias,13,Man City,MID,a,Available,100.0,,1331,15,1,0,4,0,269.0,183.5,64.0,51.6,21,264,1,1,687,17,High,83.1875,0,9,0,4,2,2
424,Bobb,Oscar Bobb,13,Man City,MID,d,Doubtful,25.0,Hamstring injury - 25% chance of playing,464,5,0,1,1,0,69.8,154.3,87.0,31.2,21,0,9,9,13,17,High,77.33333333333333,0,1,1,1,2,2
425,Echeverri,Claudio Echeverri,13,Man City,MID,u,Unavailable,0.0,Has joined Bayer Leverkusen on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
427,Reijnders,Tijjani Reijnders,13,Man City,MID,a,Available,100.0,,1332,16,5,2,2,0,318.8,292.3,360.0,96.6,21,302,0,1,575,17,High,78.3529411764706,0,10,0,2,2,2
428,Nypan,Sverre Nypan,13,Man City,MID,u,Unavailable,0.0,Has joined Middlesbrough on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
429,Phillips,Kalvin Phillips,13,Man City,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,2,2
430,Haaland,Erling Haaland,13,Man City,FWD,a,Available,100.0,,1822,21,20,4,0,0,828.6,152.7,1021.0,200.4,21,450,0,0,878,17,High,82.81818181818181,1,10,0,0,2,2
736,Donnarumma,Gianluigi Donnarumma,13,Man City,GK,a,Available,100.0,,1620,18,0,0,5,0,330.0,0.0,0.0,33.1,21,450,0,0,900,17,High,85.26315789473684,1,10,0,5,0,2
739,Mukasa,Divine Mukasa,13,Man City,MID,a,Available,100.0,,15,0,0,0,0,0,2.0,17.8,0.0,2.0,21,15,9,13,15,17,High,15.0,0,1,1,0,2,2
740,Mfuni,Stephen Mfuni,13,Man City,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,18,0,17,High,0.0,0,0,1,0,1,2
742,McAidoo,Ryan McAidoo,13,Man City,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,16,0,17,High,0.0,0,0,1,0,2,2
763,Gray,Charlie Gray,13,Man City,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,5,5,0,17,High,0.0,0,5,1,0,2,2
764,Heskey,Reigan Heskey,13,Man City,MID,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,5,5,0,17,High,0.0,0,5,1,0,2,2
794,Alleyne,Max Alleyne,13,Man City,DEF,a,Available,100.0,,90,1,0,0,0,0,25.8,12.8,9.0,4.8,21,90,0,0,90,17,High,45.0,0,10,0,0,1,2
119,Mbeumo,Bryan Mbeumo,14,Man Utd,MID,a,Available,100.0,,1405,16,6,1,3,0,360.0,472.6,527.0,135.9,21,0,5,5,450,17,High,82.6470588235294,0,5,1,3,2,2
431,Bayindir,Altay Bayındır,14,Man Utd,GK,a,Available,100.0,,540,6,0,0,0,0,118.4,10.0,0.0,12.8,21,0,10,15,0,17,High,77.14285714285714,0,0,1,0,0,2
432,Onana,André Onana,14,Man Utd,GK,u,Unavailable,0.0,has joined Trabzonspor on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
433,Harrison,Elyh Harrison,14,Man Utd,GK,u,Unavailable,0.0,On loan to Shrewsbury Town,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
434,Heaton,Tom Heaton,14,Man Utd,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
435,Mee,Dermot Mee,14,Man Utd,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,0,2
436,De Ligt,Matthijs de Ligt,14,Man Utd,DEF,d,Doubtful,25.0,Back injury - 25% chance of playing,1170,13,1,0,0,0,276.6,60.2,122.0,45.7,21,0,8,8,180,17,High,83.57142857142857,0,2,1,0,1,2
437,Martinez,Lisandro Martínez,14,Man Utd,DEF,a,Available,100.0,,454,4,0,0,0,0,116.8,51.7,6.0,17.6,21,402,1,12,454,17,High,90.8,1,9,0,0,1,2
438,Mazraoui,Noussair Mazraoui,14,Man Utd,DEF,n,Not in squad,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,439,6,0,0,1,0,106.6,51.1,14.0,17.1,21,0,6,6,239,17,High,62.714285714285715,0,4,1,1,1,2
439,D.Leon,Diego León Blanco,14,Man Utd,DEF,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0,10,21,0,17,High,0.0,0,0,1,0,1,2
440,Dalot,Diogo Dalot Teixeira,14,Man Utd,DEF,a,Available,100.0,,1404,16,1,5,2,0,304.6,276.4,111.0,69.2,21,450,0,2,812,17,High,82.58823529411765,1,10,0,2,1,2
441,Dorgu,Patrick Dorgu,14,Man Utd,DEF,a,Available,100.0,,1159,12,1,3,5,0,314.8,338.0,195.0,84.8,21,450,0,1,537,17,High,89.15384615384616,1,10,0,5,1,2
