id,name,full_name,team,position,total_minutes,games_played,total_points,recent_minutes,recent_games,minutes_per_recent_game,times_unavailable_last_10,estimated_injury_count,goals,assists,yellow_cards,red_cards,chance_of_playing,news,status,form,influence,creativity,threat,ict_index,selected_by_percent,estimated_age
53,Malen,Donyell Malen,Aston Villa,3,488,4,46,165,5,33.0,0,0,4,1,0,0,100,,a,3.5,172.0,74.0,228.0,46.4,1.0,21
54,McGinn,John McGinn,Aston Villa,3,1144,15,43,377,5,75.4,0,0,1,1,3,0,100,,a,3.2,177.8,292.7,91.0,56.4,0.7,26
55,Barkley,Ross Barkley,Aston Villa,3,114,0,15,53,3,17.666666666666668,3,8,1,1,0,0,100,Knee injury - Expected back 07 Feb,i,1.2,51.8,33.7,55.0,14.0,0.0,21
56,Barrenechea,Enzo Barrenechea,Aston Villa,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Season-long loan to Benfica,u,0.0,0.0,0.0,0.0,0.0,0.0,21
57,Dobbin,Lewis Dobbin,Aston Villa,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Preston North End on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
58,Kamara,Boubacar Kamara,Aston Villa,3,980,12,50,416,5,83.2,0,0,1,3,3,0,100,,a,6.8,262.8,169.7,49.0,48.2,0.3,26
59,Onana,Amadou Onana,Aston Villa,3,664,8,38,249,4,62.25,2,0,2,0,2,0,100,,a,3.5,202.6,38.9,61.0,30.2,0.7,26
60,Broggio,Ben Broggio,Aston Villa,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,21
61,Dendoncker,Leander Dendoncker,Aston Villa,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Real Oviedo permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
62,Jimoh-Aloba,Jamaldeen Jimoh-Aloba,Aston Villa,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
63,Young,Kadan Young,Aston Villa,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.6,21
64,Watkins,Ollie Watkins,Aston Villa,4,1119,13,45,333,5,66.6,0,0,3,0,0,0,100,,a,4.5,163.8,141.3,379.0,68.4,7.2,26
65,Redmond,Zépiqueno Redmond,Aston Villa,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Huddersfield Town on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.3,21
389,Elliott,Harvey Elliott,Aston Villa,3,97,1,4,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,8.6,17.8,18.0,4.4,0.2,21
456,Sancho,Jadon Sancho,Aston Villa,3,126,0,7,58,4,14.5,4,0,0,0,0,0,100,,a,0.8,23.4,65.9,72.0,16.3,0.2,21
677,Guessand,Evann Guessand,Aston Villa,3,505,6,22,89,2,44.5,3,0,0,2,0,0,75,Knock - 75% chance of playing,d,2.0,75.4,42.3,107.0,22.2,0.0,26
688,Wright,James Wright,Aston Villa,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.6,23
701,Rowe,Triston Rowe,Aston Villa,2,0,0,0,0,0,0.0,10,14,0,0,0,0,100,has joined Annecy on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
702,Burrowes,Bradley Burrowes,Aston Villa,3,16,0,1,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.3,0.0,0.0,0.1,21
703,Proctor,Sam Proctor,Aston Villa,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
710,Patterson,Travis Patterson,Aston Villa,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
719,Lindelöf,Victor Lindelöf,Aston Villa,2,25,0,4,4,1,4.0,7,0,0,0,0,0,100,,a,0.2,3.6,0.6,0.0,0.5,0.0,22
754,George Hemmings,George Hemmings,Aston Villa,3,0,0,0,0,0,0.0,4,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
757,Hollingshead,Ronnie Hollingshead,Aston Villa,1,0,0,0,0,0,0.0,2,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,23
183,Weiss,Max Weiß,Burnley,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
184,Green,Etienne Green,Burnley,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined FC Fredericia permanently.,u,0.0,0.0,0.0,0.0,0.0,0.2,23
185,Hladký,Václav Hladký,Burnley,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
186,Roberts,Connor Roberts,Burnley,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Achilles injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,22
187,Walker,Kyle Walker,Burnley,2,1350,15,34,450,5,90.0,0,0,0,1,5,0,100,Suspended until 20 Dec,s,1.2,241.4,73.6,16.0,33.2,1.3,27
188,Delcroix,Hannes Delcroix,Burnley,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,22
189,Dodgson,Owen Dodgson,Burnley,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Stockport County on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
190,Ekdal,Hjalmar Ekdal,Burnley,2,713,8,25,180,2,90.0,6,0,0,0,0,0,100,,a,1.2,170.0,27.8,67.0,26.5,0.9,27
191,Estève,Maxime Estève,Burnley,2,1342,15,41,450,5,90.0,0,0,0,0,0,0,100,,a,3.2,329.2,65.9,44.0,44.1,11.5,27
192,Hartman,Quilindschy Hartman,Burnley,2,1247,14,42,350,4,87.5,1,0,0,4,1,0,100,,a,1.5,294.2,226.1,49.0,57.0,1.0,27
193,Humphreys,Bashir Humphreys,Burnley,2,2,0,0,0,0,0.0,9,14,0,0,0,0,100,Muscle injury - Expected back 03 Jan,i,0.0,0.2,0.0,0.0,0.0,0.1,22
194,Jordan,Jordan Beyer,Burnley,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Hamstring injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,22
195,Lucas Pires,Lucas Pires Silva,Burnley,2,51,1,-2,51,2,25.5,8,0,0,0,0,1,100,Suspended until 20 Dec,s,-0.8,4.4,21.0,2.0,2.6,0.2,22
196,Sambo,Shurandy Sambo,Burnley,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Sparta Rotterdam on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
197,Sonne,Oliver Sonne,Burnley,2,102,1,3,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,7.6,16.4,6.0,3.0,0.1,22
198,Tuanzebe,Axel Tuanzebe,Burnley,2,630,7,17,270,3,90.0,3,8,0,0,1,0,100,Knock - Expected back 13 Dec,i,0.2,143.6,4.8,0.0,15.0,1.5,27
199,Worrall,Joe Worrall,Burnley,2,64,0,5,45,1,45.0,8,0,0,0,0,0,100,,a,0.2,25.0,0.6,2.0,2.8,0.2,22
200,Anthony,Jaidon Anthony,Burnley,3,1033,13,57,227,5,45.4,0,0,4,2,3,0,100,,a,2.0,253.2,202.6,239.0,69.4,3.1,26
201,Benson,Manuel Benson Hedilazio,Burnley,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Swansea City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
202,Bruun Larsen,Jacob Bruun Larsen,Burnley,3,570,5,21,182,5,36.4,0,0,0,1,0,0,100,,a,1.2,77.4,89.4,90.0,25.7,0.0,26
203,Boateng,Enock Agyei,Burnley,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
204,Churlinov,Darko Churlinov,Burnley,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Kocaelispor  permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
205,Cullen,Josh Cullen,Burnley,3,1281,15,63,430,5,86.0,0,0,2,1,1,0,100,,a,2.5,304.6,172.9,86.0,56.6,2.1,26
206,Edwards,Marcus Edwards,Burnley,3,55,0,5,42,3,14.0,6,0,0,0,0,0,100,,a,0.5,10.0,30.3,32.0,7.0,0.1,21
207,Hannibal,Hannibal Mejbri,Burnley,3,395,4,22,127,4,31.75,2,0,0,2,3,0,100,Suspended until 30 Dec,s,0.2,56.0,105.2,30.0,19.1,0.1,21
208,Koleosho,Luca Koleosho,Burnley,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Espanyol on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
209,Laurent,Josh Laurent,Burnley,3,603,6,17,46,3,15.333333333333334,2,0,0,0,2,0,100,,a,0.5,81.8,41.9,32.0,15.6,0.0,26
210,Tchaouna,Loum Tchaouna,Burnley,3,629,8,28,260,4,65.0,2,0,1,1,1,0,100,,a,1.5,77.4,55.3,72.0,20.5,0.0,26
211,A.Ramsey,Aaron Ramsey,Burnley,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Leicester City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,1.8,21
212,Adewumi,Oluwaseun Adewumi,Burnley,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Cercle Brugge on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
213,Banel,Jaydon Banel,Burnley,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
214,Trésor,Mike Trésor Ndayishimiye,Burnley,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
215,Flemming,Zian Flemming,Burnley,4,566,7,39,293,5,58.6,1,0,5,0,2,0,100,,a,3.5,204.6,47.1,184.0,43.1,0.5,26
216,Amdouni,Zeki Amdouni,Burnley,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Knee injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,21
217,Foster,Lyle Foster,Burnley,4,805,10,34,227,4,56.75,3,0,2,1,2,0,100,,a,1.5,124.0,93.4,122.0,33.5,1.3,26
218,Barnes,Ashley Barnes,Burnley,4,7,0,1,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,0.2,0.3,0.0,0.1,1.2,21
219,Obafemi,Michael Obafemi,Burnley,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined VfL Bochum  on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
470,Dúbravka,Martin Dúbravka,Burnley,1,1350,15,43,450,5,90.0,0,0,0,0,0,0,100,,a,2.0,430.4,0.0,0.0,43.2,33.6,28
676,Ugochukwu,Lesley Ugochukwu,Burnley,3,798,9,38,280,5,56.0,0,0,2,1,0,1,100,,a,1.5,148.8,69.5,107.0,32.3,0.1,26
680,Broja,Armando Broja,Burnley,4,196,1,10,140,5,28.0,2,0,0,0,0,0,100,,a,1.2,19.6,19.9,60.0,10.2,0.1,21
722,Florentino,Florentino Ibrain Morris Luís,Burnley,3,948,11,39,381,5,76.2,0,0,0,1,1,0,100,,a,2.8,207.2,110.8,31.0,35.1,0.0,26
66,Neto,Norberto Murara Neto,Bournemouth,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Botafogo permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,23
67,Petrović,Đorđe Petrović,Bournemouth,1,1350,15,52,450,5,90.0,0,0,0,0,1,0,100,,a,3.0,348.0,0.0,0.0,34.9,5.5,28
68,Dennis,Will Dennis,Bournemouth,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.9,23
69,McKenna,Callan McKenna,Bournemouth,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
70,Paulsen,Alex Paulsen,Bournemouth,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Lechia Gdansk on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,23
71,Zabarnyi,Illia Zabarnyi,Bournemouth,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Paris Saint-Germain permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
72,Senesi,Marcos Senesi Barón,Bournemouth,2,1218,14,71,331,4,82.75,1,0,0,3,5,0,75,Thigh injury - 75% chance of playing,d,3.2,453.2,194.7,39.0,68.7,18.2,27
73,Smith,Adam Smith,Bournemouth,2,386,6,17,182,4,45.5,6,0,0,0,0,0,100,,a,2.0,31.4,17.2,10.0,5.8,0.2,25
74,Truffert,Adrien Truffert,Bournemouth,2,1322,15,56,422,5,84.4,0,0,0,1,3,0,100,,a,2.8,314.6,266.8,71.0,65.2,2.2,27
75,Akinmboni,Matai Akinmboni,Bournemouth,2,0,0,0,0,0,0.0,10,0,0,0,0,0,25,Muscle injury - 25% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.2,22
76,Bevan,Owen Bevan,Bournemouth,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
77,Hill,James Hill,Bournemouth,2,301,2,18,28,1,28.0,7,0,0,0,1,0,100,,a,0.2,47.0,5.3,43.0,9.6,0.7,22
78,J.Araujo,Julián Araujo Zúñiga,Bournemouth,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.7,22
79,Mepham,Chris Mepham,Bournemouth,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined West Bromwich Albion permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
80,Soler,Julio Soler Barreto,Bournemouth,2,21,0,2,20,1,20.0,9,0,0,0,0,0,100,,a,0.2,0.6,1.8,2.0,0.4,0.2,22
81,Kluivert,Justin Kluivert,Bournemouth,3,553,6,24,223,4,55.75,1,0,1,0,3,0,100,,a,1.5,81.0,145.1,59.0,28.4,0.8,26
82,Semenyo,Antoine Semenyo,Bournemouth,3,1260,14,83,360,4,90.0,1,0,6,4,3,0,100,,a,2.0,379.0,253.0,429.0,106.3,44.7,26
84,Tavernier,Marcus Tavernier,Bournemouth,3,1156,13,61,390,5,78.0,0,0,3,1,1,0,100,,a,3.5,252.0,310.6,219.0,78.3,1.7,26
85,Adams,Tyler Adams,Bournemouth,3,1192,14,49,329,4,82.25,1,0,2,1,5,0,100,,a,3.0,262.2,74.0,105.0,44.3,0.4,26
86,Brooks,David Brooks,Bournemouth,3,644,8,23,108,4,27.0,2,0,0,1,5,0,100,,a,0.5,91.0,174.0,166.0,42.5,0.2,26
87,Christie,Ryan Christie,Bournemouth,3,271,1,17,72,2,36.0,3,5,1,1,1,0,100,Knee injury - Expected back 26 Dec,i,0.2,78.6,57.1,84.0,22.1,0.1,21
88,Cook,Lewis Cook,Bournemouth,3,214,1,7,180,3,60.0,4,0,0,0,0,1,100,Suspended until 20 Dec,s,0.5,47.0,82.2,8.0,13.9,0.0,21
89,Philip,Philip Billing,Bournemouth,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Midtjylland permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
90,Scott,Alex Scott,Bournemouth,3,986,14,46,321,5,64.2,0,0,1,1,2,0,100,,a,2.5,181.6,131.2,104.0,41.2,0.3,26
91,Sinisterra,Luis Sinisterra Lucumí,Bournemouth,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Cruzeiro on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
92,Faivre,Romain Faivre,Bournemouth,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Al Taawoun permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
93,H.Traorè,Hamed Traorè,Bournemouth,3,16,0,4,0,0,0.0,10,14,0,1,0,0,100,has joined Marseille on loan for the rest of the season.,u,0.0,21.2,10.0,0.0,3.1,0.3,21
94,Sadi,Dominic Sadi,Bournemouth,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Novi Pazar on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
95,Silcott-Duberry,Zain Silcott-Duberry,Bournemouth,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Olympiakos permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
96,Winterburn,Ben Winterburn,Bournemouth,3,6,0,1,0,0,0.0,10,14,0,0,0,0,100,has joined Barnet on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
97,Evanilson,Francisco Evanilson de Lima Barbosa,Bournemouth,4,1005,11,38,360,5,72.0,2,0,1,3,1,0,100,,a,3.2,68.4,146.7,318.0,53.0,1.4,26
98,Enes Ünal,Enes Ünal,Bournemouth,4,34,0,9,33,4,8.25,5,0,1,0,1,0,100,,a,2.0,36.0,1.6,39.0,7.5,0.0,21
99,Adu-Adjei,Daniel Adu-Adjei,Bournemouth,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined HNK Rijeka permanently.,u,0.0,0.0,0.0,0.0,0.0,0.2,21
100,Kroupi.Jr,Junior Kroupi,Bournemouth,4,406,5,35,182,4,45.5,2,0,4,0,1,0,100,,a,1.2,157.8,58.7,192.0,40.7,3.9,24
391,Gannon-Doak,Ben Gannon-Doak,Bournemouth,3,53,0,7,0,0,0.0,6,11,0,1,0,0,100,Hamstring injury - Unknown return date,i,0.0,21.2,14.0,11.0,4.7,0.0,21
685,Diakité,Bafodé Diakité,Bournemouth,2,1035,12,41,315,4,78.75,2,0,0,0,1,0,100,,a,2.8,221.0,45.5,20.0,28.7,0.4,27
687,Rees-Dottin,Remy Rees-Dottin,Bournemouth,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
697,Adli,Amine Adli,Bournemouth,3,384,3,18,201,5,40.2,2,0,1,0,0,0,100,,a,2.5,103.8,74.1,92.0,26.9,0.0,21
713,A.Jimenez,Álex Jiménez Sánchez,Bournemouth,2,617,7,19,243,4,60.75,1,0,0,0,4,0,100,,a,2.8,90.0,49.1,44.0,18.2,0.0,27
721,Milosavljević,Veljko Milosavljevic,Bournemouth,2,365,4,17,180,2,90.0,6,0,0,0,0,0,50,Knee injury - 50% chance of playing,d,1.0,98.4,13.9,10.0,12.2,0.0,22
756,DaCosta,Malcom DaCosta,Bournemouth,3,0,0,0,0,0,0.0,2,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
27,Nelson,Reiss Nelson,Brentford,3,31,0,3,16,2,8.0,7,0,0,0,0,0,75,Knock - 75% chance of playing,d,0.2,16.2,2.4,9.0,2.7,0.1,21
83,O.Dango,Dango Ouattara,Brentford,3,971,11,62,421,5,84.2,0,0,3,4,3,0,100,,a,5.8,180.8,94.1,299.0,56.9,1.4,26
101,Kelleher,Caoimhín Kelleher,Brentford,1,1350,15,40,450,5,90.0,0,0,0,0,1,0,100,,a,2.0,313.8,10.0,0.0,32.5,7.7,28
102,Balcombe,Ellery Balcombe,Brentford,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
103,Cox,Matthew Cox,Brentford,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
104,Eyestone,Julian Eyestone,Brentford,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
105,Valdimarsson,Hákon Rafn Valdimarsson,Brentford,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.7,23
106,Collins,Nathan Collins,Brentford,2,1276,14,41,376,5,75.2,0,0,0,0,4,0,100,,a,2.2,328.0,59.2,142.0,53.1,1.2,27
107,Lewis-Potter,Keane Lewis-Potter,Brentford,2,490,5,24,44,4,11.0,2,0,0,1,1,0,100,,a,0.8,72.2,76.3,37.0,18.4,0.3,25
108,Ajer,Kristoffer Ajer,Brentford,2,602,7,23,214,3,71.33333333333333,3,0,0,2,1,0,100,,a,1.0,108.4,16.1,99.0,22.5,0.2,27
109,Henry,Rico Henry,Brentford,2,323,2,10,154,4,38.5,4,0,0,0,1,0,100,,a,1.0,28.6,17.8,17.0,6.3,0.1,22
110,Kayode,Michael Kayode,Brentford,2,1297,15,38,435,5,87.0,0,0,0,1,2,0,100,,a,1.0,254.4,238.6,50.0,54.4,0.5,27
111,Pinnock,Ethan Pinnock,Brentford,2,228,3,4,73,1,73.0,9,0,0,0,1,0,100,,a,1.0,62.8,1.1,12.0,7.6,0.1,22
112,Roerslev,Mads Roerslev Rasmussen,Brentford,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Southampton permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
113,Van den Berg,Sepp van den Berg,Brentford,2,1350,15,41,450,5,90.0,0,0,0,0,0,0,100,,a,1.8,285.8,29.6,167.0,48.4,0.8,27
114,Arthur,Benjamin Arthur,Brentford,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
115,Fredrick,Benjamin Fredrick,Brentford,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Dender on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
116,Hickey,Aaron Hickey,Brentford,2,350,4,18,166,4,41.5,4,0,0,0,1,0,100,,a,2.5,45.8,8.0,35.0,8.9,0.4,22
117,Ji-soo,Kim Ji-soo,Brentford,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Kaiserslautern on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
118,Meghoma,Jayden Meghoma,Brentford,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Rangers on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
120,Schade,Kevin Schade,Brentford,3,1233,14,47,403,5,80.6,0,0,3,2,5,0,100,Suspended until 20 Dec,s,1.8,233.0,192.9,306.0,73.3,0.8,26
121,Damsgaard,Mikkel Damsgaard,Brentford,3,973,12,42,341,5,68.2,0,0,1,1,0,0,100,,a,2.2,204.6,314.3,114.0,63.3,0.6,26
122,Milambo,Antoni Milambo,Brentford,3,45,1,1,0,0,0.0,10,14,0,0,0,0,100,Knee injury - Expected back 01 Jun,i,0.0,4.0,1.8,0.0,0.6,0.0,21
123,Carvalho,Fábio Freitas Gouveia Carvalho,Brentford,3,100,1,13,0,0,0.0,8,9,1,0,0,0,100,Anterior cruciate ligament - Unknown return date,i,0.0,39.0,6.5,36.0,8.1,0.1,21
124,Henderson,Jordan Henderson,Brentford,3,1128,13,44,389,5,77.8,0,0,0,3,3,0,100,,a,3.8,201.4,217.2,17.0,43.5,0.4,26
125,Janelt,Vitaly Janelt,Brentford,3,229,1,13,90,4,22.5,1,0,0,0,1,0,100,,a,0.8,33.8,65.9,27.0,12.5,0.0,21
126,Jensen,Mathias Jensen,Brentford,3,397,4,27,189,5,37.8,0,0,2,0,0,0,100,,a,1.5,118.8,77.8,42.0,23.8,0.1,21
127,Nunes,Gustavo Nunes Fernandes Gomes,Brentford,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
128,Onyeka,Frank Onyeka,Brentford,3,88,0,12,0,0,0.0,7,0,0,2,0,0,100,,a,0.0,28.4,13.6,4.0,4.6,0.1,21
129,Yarmoliuk,Yehor Yarmoliuk,Brentford,3,1117,14,38,332,5,66.4,0,0,0,1,3,0,100,,a,1.2,154.4,106.9,45.0,30.5,0.1,26
130,Donovan,Romelle Donovan,Brentford,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
131,Konak,Yunus Emre Konak,Brentford,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,21
132,Maghoma,Paris Maghoma,Brentford,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
133,Peart-Harris,Myles Peart-Harris,Brentford,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
134,Trevitt,Ryan Trevitt,Brentford,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Wigan on loan for the rest of the season,u,0.0,0.0,0.0,0.0,0.0,0.0,21
136,Thiago,Igor Thiago Nascimento Rodrigues,Brentford,4,1221,14,80,390,5,78.0,0,0,11,0,3,0,100,,a,5.0,463.2,118.5,509.0,109.1,32.3,26
137,Morgan,Iwan Morgan,Brentford,4,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,21
748,Dasilva,Josh Dasilva,Brentford,3,0,0,0,0,0,0.0,5,5,0,0,0,0,100,Knee injury - Expected back 01 Jan,i,0.0,0.0,0.0,0.0,0.0,0.0,21
138,Steele,Jason Steele,Brighton,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
139,Verbruggen,Bart Verbruggen,Brighton,1,1350,15,44,450,5,90.0,0,0,0,0,2,0,100,,a,4.5,378.6,10.0,0.0,38.8,5.0,28
140,McGill,Tom McGill,Brighton,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
141,Rushworth,Carl Rushworth,Brighton,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Coventry City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,23
142,Scherpen,Kjell Scherpen,Brighton,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Union SG permanently,u,0.0,0.0,0.0,0.0,0.0,0.0,23
143,Boscagli,Olivier Boscagli,Brighton,2,52,1,1,52,2,26.0,8,0,0,0,1,0,100,,a,0.2,15.6,7.9,2.0,2.6,0.1,22
144,Coppola,Diego Coppola,Brighton,2,17,0,3,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,7.8,0.1,0.0,0.8,0.1,22
145,De Cuyper,Maxim De Cuyper,Brighton,2,700,8,40,294,5,58.8,1,0,2,0,1,0,100,,a,6.0,169.8,244.5,105.0,52.0,2.0,27
146,Dunk,Lewis Dunk,Brighton,2,1305,14,37,405,5,81.0,0,0,0,1,4,0,100,,a,2.0,251.4,41.0,62.0,35.6,1.1,27
147,Estupiñan,Pervis Estupiñán Tenorio,Brighton,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined AC Milan permanently,u,0.0,0.0,0.0,0.0,0.0,0.0,22
148,F.Kadıoğlu,Ferdi Kadıoğlu,Brighton,2,1062,11,33,418,5,83.6,0,0,0,0,4,0,100,,a,2.8,153.0,101.6,75.0,33.2,0.2,27
150,Lamptey,Tariq Lamptey,Brighton,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Fiorentina permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
