id,name,full_name,team,position,total_minutes,games_played,total_points,recent_minutes,recent_games,minutes_per_recent_game,times_unavailable_last_10,estimated_injury_count,goals,assists,yellow_cards,red_cards,chance_of_playing,news,status,form,influence,creativity,threat,ict_index,selected_by_percent,estimated_age
508,N.Williams,Neco Williams,Nott'm Forest,2,1350,15,43,450,5,90.0,0,0,1,1,4,0,100,,a,5.8,323.4,185.8,131.0,64.1,3.5,27
509,David Carmo,David Mota Veiga Teixeira do Carmo,Nott'm Forest,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Real Oviedo on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
510,Jair Cunha,Jair Paula da Cunha Filho,Nott'm Forest,2,90,1,3,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,26.0,0.4,0.0,2.6,0.1,22
511,Morato,Felipe Rodrigues da Silva,Nott'm Forest,2,708,8,20,272,4,68.0,3,0,0,0,4,0,100,,a,3.0,165.2,8.8,5.0,17.9,0.1,27
512,O.Richards,Omar Richards,Nott'm Forest,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Rio Ave on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
513,Abbott,Zach Abbott,Nott'm Forest,2,45,0,1,45,1,45.0,9,0,0,0,0,0,100,,a,0.2,15.6,0.6,0.0,1.6,0.2,22
514,Boly,Willy Boly,Nott'm Forest,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,22
515,Gibbs-White,Morgan Gibbs-White,Nott'm Forest,3,1260,14,55,441,5,88.2,0,0,3,1,0,0,100,,a,3.8,221.6,286.8,271.0,77.6,3.3,26
516,Hudson-Odoi,Callum Hudson-Odoi,Nott'm Forest,3,684,6,26,117,4,29.25,1,0,1,0,0,0,100,,a,1.0,121.0,228.9,113.0,46.2,0.6,26
517,Anderson,Elliot Anderson,Nott'm Forest,3,1350,15,62,450,5,90.0,0,0,1,2,3,0,100,,a,5.2,338.0,443.5,140.0,92.5,5.6,26
518,Jota,João Pedro Ferreira da Silva,Nott'm Forest,3,11,0,1,0,0,0.0,10,14,0,0,0,0,100,has joined Besiktas on loan for the rest of the season.,u,0.0,5.0,0.5,4.0,1.0,0.0,21
519,Dominguez,Nicolás Domínguez,Nott'm Forest,3,244,4,8,192,5,38.4,3,0,0,0,1,0,100,,a,1.5,39.2,76.9,7.0,12.4,0.0,21
520,O'Brien,Lewis O'Brien,Nott'm Forest,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Wrexham permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
521,Sangaré,Ibrahim Sangaré,Nott'm Forest,3,774,10,29,332,5,66.4,3,0,1,0,2,0,100,,a,2.8,152.4,56.8,64.0,27.4,0.1,26
522,Yates,Ryan Yates,Nott'm Forest,3,299,1,15,90,5,18.0,2,0,0,1,1,0,75,Hamstring injury - 75% chance of playing,d,1.0,64.2,27.0,25.0,11.5,0.1,21
523,Da Silva Moreira,Eric da Silva Moreira,Nott'm Forest,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Rio Ave on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
524,Stamenic,Marko Stamenić,Nott'm Forest,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Swansea City permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
525,Wood,Chris Wood,Nott'm Forest,4,538,7,25,0,0,0.0,7,7,2,0,0,0,100,Knee injury - Unknown return date,i,0.0,77.6,49.6,179.0,29.8,5.2,26
526,Igor Jesus,Igor Jesus Maciel da Cruz,Nott'm Forest,4,665,7,29,397,5,79.4,0,0,1,1,0,0,100,,a,3.8,91.8,65.7,258.0,41.0,1.1,26
527,Awoniyi,Taiwo Awoniyi,Nott'm Forest,4,133,1,4,31,1,31.0,6,0,0,0,0,0,25,Lack of match fitness - 25% chance of playing,d,0.0,11.8,25.7,39.0,7.7,0.3,21
669,Ndoye,Dan Ndoye,Nott'm Forest,3,996,14,40,331,5,66.2,1,0,1,2,1,0,100,,a,2.0,141.2,152.2,134.0,42.8,1.0,26
675,Gunn,Angus Gunn,Nott'm Forest,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Knee injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,1.3,23
693,Hutchinson,Omari Hutchinson,Nott'm Forest,3,382,2,26,285,5,57.0,2,0,0,4,0,0,100,,a,3.2,95.4,186.8,113.0,39.1,0.1,21
696,Kalimuendo,Arnaud Kalimuendo,Nott'm Forest,4,81,0,7,15,1,15.0,7,0,0,0,0,0,100,,a,0.2,3.8,17.7,22.0,4.3,0.1,21
699,Douglas Luiz,Douglas Luiz Soares de Paulo,Nott'm Forest,3,185,4,7,0,0,0.0,7,10,0,1,1,0,100,Hamstring injury - Unknown return date,i,0.0,23.2,46.5,10.0,8.0,0.0,21
715,John,John Victor Maciel Furtado,Nott'm Forest,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
716,Savona,Nicolò Savona,Nott'm Forest,2,744,8,30,405,5,81.0,1,0,2,0,1,0,100,,a,4.5,174.0,72.4,88.0,33.5,0.2,27
729,Cuiabano,Luis Eduardo Soares da Silva,Nott'm Forest,2,0,0,0,0,0,0.0,10,12,0,0,0,0,100,has joined Botafogo on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
734,Bakwa,Dilane Bakwa,Nott'm Forest,3,172,2,5,0,0,0.0,8,0,0,0,0,0,25,Lack of match fitness - 25% chance of playing,d,0.0,30.2,73.7,49.0,15.3,0.0,21
528,Patterson,Anthony Patterson,Sunderland,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
529,Moore,Simon Moore,Sunderland,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,23
530,Nna Noukeu,Blondy Nna Noukeu,Sunderland,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,23
531,Ballard,Daniel Ballard,Sunderland,2,939,10,58,450,5,90.0,0,0,2,1,1,0,100,,a,2.2,336.0,69.8,191.0,59.8,3.1,27
532,Hume,Trai Hume,Sunderland,2,1271,14,45,383,5,76.6,0,0,0,1,3,0,100,,a,1.0,215.4,162.8,59.0,43.8,0.3,27
533,Alese,Aji Alese,Sunderland,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Shoulder injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,22
534,Anderson,Joe Anderson,Sunderland,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,22
535,Cirkin,Dennis Cirkin,Sunderland,2,0,0,0,0,0,0.0,10,0,0,0,0,0,25,Lack of match fitness - 25% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.0,22
536,Hjelde,Leo Fuhr Hjelde,Sunderland,2,0,0,0,0,0,0.0,10,0,0,0,0,0,25,Lack of match fitness - 25% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.0,22
537,Huggins,Niall Huggins,Sunderland,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Wycombe Wanderers on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
538,Johnson,Zak Johnson,Sunderland,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,22
539,O'Nien,Luke O'Nien,Sunderland,2,4,0,-1,4,2,2.0,8,0,0,0,0,1,100,Suspended until 01 Jan,s,-0.2,4.0,0.4,0.0,0.4,0.1,22
540,Pembele,Timothée Pembélé,Sunderland,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,22
541,Reinildo,Reinildo Mandava,Sunderland,2,932,11,27,360,4,90.0,4,0,0,1,3,1,75,Groin Injury - 75% chance of playing,d,2.2,166.0,31.4,25.0,22.4,3.8,27
542,Seelt,Jenson Seelt,Sunderland,2,133,1,2,0,0,0.0,10,13,0,0,0,0,100,has joined Wolfsburg on loan for the rest of the season.,u,0.0,33.6,2.4,0.0,3.6,0.1,22
543,Adingra,Simon Adingra,Sunderland,3,316,4,16,45,3,15.0,5,0,0,1,1,0,100,,a,0.5,28.4,80.1,8.0,11.6,0.4,21
544,Diarra,Habib Diarra,Sunderland,3,345,4,12,0,0,0.0,10,11,0,1,1,0,100,Groin Injury - Expected back 20 Dec,i,0.0,10.6,31.0,45.0,8.0,0.0,21
545,Roberts,Patrick Roberts,Sunderland,3,27,0,1,0,0,0.0,10,14,0,0,0,0,100,has joined Birmingham City on loan for the rest of the season.,u,0.0,1.8,7.3,5.0,1.4,0.0,21
546,Aleksić,Milan Aleksić,Sunderland,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Cracovia on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
547,E.Le Fée,Enzo Le Fée,Sunderland,3,1035,12,56,406,5,81.2,0,0,2,3,2,0,100,,a,5.5,247.6,252.4,89.0,58.9,0.5,26
548,Mundle,Romaine Mundle,Sunderland,3,44,0,1,44,2,22.0,8,0,0,0,1,0,100,,a,0.2,1.4,5.3,5.0,1.0,0.0,21
549,Neil,Dan Neil,Sunderland,3,2,0,2,0,0,0.0,9,0,0,0,0,0,100,,a,0.0,2.0,0.0,0.0,0.2,0.0,21
550,Poveda,Ian Poveda-Ocampo,Sunderland,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
551,Rigg,Chris Rigg,Sunderland,3,186,3,8,0,0,0.0,7,0,0,0,0,0,100,,a,0.0,9.0,25.6,7.0,4.3,0.0,21
552,Sadiki,Noah Sadiki,Sunderland,3,1324,15,34,431,5,86.2,0,0,0,0,4,0,100,,a,2.0,150.8,150.5,37.0,33.9,0.1,26
553,Talbi,Chemsdine Talbi,Sunderland,3,799,8,48,238,5,47.6,0,0,2,2,0,0,100,,a,3.5,126.8,120.1,117.0,35.9,0.2,26
554,Ba,Abdoullah Ba,Sunderland,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.5,21
555,Browne,Alan Browne,Sunderland,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Middlesbrough on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
556,Ekwah,Pierre Ekwah Elimby,Sunderland,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined AS Saint-Etienne permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
557,H.Jones,Harrison Jones,Sunderland,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,21
558,Matete,Jay Matete,Sunderland,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,21
559,Triantis,Nectarios Triantis,Sunderland,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Minnesota United permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
560,Isidor,Wilson Isidor,Sunderland,4,878,11,47,270,5,54.0,0,0,4,0,0,0,100,,a,1.5,150.0,20.3,287.0,45.6,2.7,26
561,Mayenda,Eliezer Mayenda Dossou,Sunderland,4,261,3,17,4,2,2.0,6,0,1,0,0,0,100,,a,0.2,48.2,24.6,52.0,12.3,0.6,21
562,Abdullahi,Ahmed Abdullahi,Sunderland,4,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.4,21
563,Luís Hemir,Luís Hemir Silva Semedo,Sunderland,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Moreirense on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
564,Rusyn,Nazarii Rusyn,Sunderland,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Arka on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
668,Xhaka,Granit Xhaka,Sunderland,3,1332,15,65,432,5,86.4,0,0,1,4,4,0,100,,a,3.2,388.8,289.8,63.0,74.1,6.5,26
670,Roefs,Robin Roefs,Sunderland,1,1350,15,64,450,5,90.0,0,0,0,0,2,0,100,,a,2.0,442.8,40.0,0.0,48.2,8.0,28
678,Masuaku,Arthur Masuaku,Sunderland,2,125,2,1,0,0,0.0,8,0,0,0,1,0,100,,a,0.0,21.8,20.1,7.0,4.9,0.7,22
683,Alderete,Omar Alderete,Sunderland,2,937,10,50,270,3,90.0,4,0,1,1,2,0,100,,a,1.2,293.0,45.9,118.0,45.8,4.2,27
694,Mukiele,Nordi Mukiele,Sunderland,2,1170,13,56,450,5,90.0,0,0,1,1,2,0,100,,a,1.2,296.4,107.8,67.0,47.1,5.8,27
724,Geertruida,Lutsharel Geertruida,Sunderland,2,532,5,15,281,5,56.2,0,0,0,0,0,0,100,,a,1.2,105.6,30.7,26.0,16.3,0.0,27
730,Brobbey,Brian Brobbey,Sunderland,4,254,1,23,175,5,35.0,1,0,2,1,0,0,100,,a,2.5,101.2,13.8,61.0,17.6,0.2,21
735,Traoré,Bertrand Traoré,Sunderland,3,538,8,25,243,4,60.75,1,0,1,1,1,0,100,,a,3.0,113.0,94.3,135.0,34.3,0.1,26
565,Vicario,Guglielmo Vicario,Spurs,1,1350,15,57,450,5,90.0,0,0,0,0,0,0,100,,a,2.5,366.8,0.1,0.0,36.7,8.1,28
566,Austin,Brandon Austin,Spurs,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.3,23
567,Kinsky,Antonín Kinský,Spurs,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,1.8,23
568,Pedro Porro,Pedro Porro Sauceda,Spurs,2,1145,13,53,348,5,69.6,0,0,0,2,3,0,100,,a,1.8,254.2,301.2,44.0,60.1,14.5,27
569,Romero,Cristian Romero,Spurs,2,1007,11,58,347,4,86.75,3,0,2,1,7,0,100,,a,6.0,320.0,51.3,113.0,48.3,4.1,27
570,Danso,Kevin Danso,Spurs,2,491,6,19,236,5,47.2,1,0,0,0,3,0,100,,a,1.8,141.8,6.8,8.0,15.7,0.1,25
571,Davies,Ben Davies,Spurs,2,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.1,22
572,Dragusin,Radu Drăgușin,Spurs,2,0,0,0,0,0,0.0,10,0,0,0,0,0,75,Lack of match fitness - 75% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.0,22
573,Spence,Djed Spence,Spurs,2,925,11,37,257,3,85.66666666666667,3,0,0,0,2,0,100,,a,1.5,113.4,73.9,55.0,24.0,1.2,27
574,Udogie,Destiny Udogie,Spurs,2,605,6,13,287,4,71.75,3,5,0,1,1,0,100,Hamstring injury - Expected back 17 Jan,i,0.2,119.0,98.3,57.0,27.4,0.4,27
575,Van de Ven,Micky van de Ven,Spurs,2,1249,14,64,360,4,90.0,1,0,3,0,3,0,100,,a,1.5,293.0,36.5,127.0,45.7,30.0,27
576,Phillips,Ashley Phillips,Spurs,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Stoke City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,22
577,Takai,Takai Kōta,Spurs,2,0,0,0,0,0,0.0,10,0,0,0,0,0,75,Lack of match fitness - 75% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.0,22
578,Vuskovic,Luka Vušković,Spurs,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Hamburger SV on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.4,22
579,Son,Son Heung-min,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Los Angeles FC permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
580,Johnson,Brennan Johnson,Spurs,3,555,6,31,178,3,59.333333333333336,2,0,2,0,2,0,100,,a,0.8,133.0,84.7,68.0,28.6,2.6,26
581,Maddison,James Maddison,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Anterior cruciate ligament - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.1,21
582,Kudus,Mohammed Kudus,Spurs,3,1207,14,65,332,4,83.0,1,0,2,6,3,0,100,,a,5.0,304.2,371.4,240.0,91.5,16.2,26
583,Kulusevski,Dejan Kulusevski,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Knee injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,21
584,Tel,Mathys Tel,Spurs,3,264,3,28,29,3,9.666666666666666,3,0,2,1,0,0,100,,a,1.2,75.4,11.1,61.0,14.8,0.1,21
585,Bentancur,Rodrigo Bentancur,Spurs,3,904,11,45,260,5,52.0,0,0,1,1,3,0,100,,a,2.5,170.2,116.7,63.0,35.1,0.3,26
586,Bergvall,Lucas Bergvall,Spurs,3,561,7,31,152,2,76.0,4,0,1,2,1,0,100,,a,1.8,119.6,59.9,115.0,29.6,0.2,26
587,Bissouma,Yves Bissouma,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Ankle injury - Unknown return date,i,0.0,0.0,0.0,0.0,0.0,0.0,21
588,Odobert,Wilson Odobert,Spurs,3,490,4,24,159,5,31.8,1,0,0,1,0,0,100,,a,1.2,69.2,111.0,97.0,27.7,0.0,21
589,Solomon,Manor Solomon,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Villarreal CF on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
590,Bryan,Bryan Gil Salvatierra,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Girona permanently.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
591,Gray,Archie Gray,Spurs,3,223,3,8,152,3,50.66666666666666,7,0,0,0,1,0,100,,a,1.0,19.8,18.8,7.0,4.6,0.1,21
592,Moore,Mikey Moore,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Rangers on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
593,P.M.Sarr,Pape Matar Sarr,Spurs,3,703,7,42,223,5,44.6,0,0,2,2,0,0,100,,a,1.2,154.6,84.7,94.0,33.4,1.3,26
594,Min-hyeok,Yang Min-hyeok,Spurs,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Portsmouth on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
595,Olusesi,Callum Olusesi,Spurs,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,21
596,Solanke,Dominic Solanke-Mitchell,Spurs,4,31,0,2,0,0,0.0,10,13,0,0,0,0,100,Ankle injury - Unknown return date,i,0.0,6.0,0.3,25.0,3.1,0.9,21
597,Richarlison,Richarlison de Andrade,Spurs,4,883,9,59,342,5,68.4,0,0,6,2,3,0,100,,a,3.8,280.6,92.4,320.0,69.3,7.8,26
598,Lankshear,Will Lankshear,Spurs,4,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Oxford United on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
599,Scarlett,Dane Scarlett,Spurs,4,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.6,21
673,J.Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,3,1035,12,61,252,4,63.0,1,0,2,2,3,0,100,,a,2.5,295.6,64.9,93.0,45.5,1.5,26
717,Xavi,Xavi Simons,Spurs,3,708,7,37,256,5,51.2,0,0,1,2,2,0,100,,a,4.2,134.2,132.4,95.0,36.2,1.2,26
726,Kolo Muani,Randal Kolo Muani,Spurs,4,452,6,12,308,5,61.6,2,0,0,0,1,0,100,,a,1.5,30.0,54.7,80.0,15.7,0.4,24
745,Byfield,Jun'ai Byfield,Spurs,2,0,0,0,0,0,0.0,8,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
750,Rowswell,James Rowswell,Spurs,2,0,0,0,0,0,0.0,5,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
751,Akhamrich,Yusuf Akhamrich,Spurs,3,0,0,0,0,0,0.0,5,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
149,Igor,Igor Julio dos Santos de Paulo,West Ham,2,103,1,6,97,2,48.5,6,0,0,0,0,0,100,,a,0.8,25.8,10.6,0.0,3.6,0.1,22
600,Areola,Alphonse Areola,West Ham,1,990,11,32,450,5,90.0,0,0,0,1,0,0,100,,a,4.2,348.6,10.0,0.0,35.8,2.1,28
601,Foderingham,Wes Foderingham,West Ham,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Aris Limassol permanently.,u,0.0,0.0,0.0,0.0,0.0,0.3,23
602,Hegyi,Krisztián Hegyi,West Ham,1,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.2,23
603,Diouf,El Hadji Malick Diouf,West Ham,2,1297,14,44,442,5,88.4,0,0,0,4,2,0,100,,a,3.2,260.0,156.5,54.0,47.1,2.4,27
604,Emerson,Emerson Palmieri dos Santos,West Ham,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Marseille permanently.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
605,Kilman,Maximilian Kilman,West Ham,2,1173,13,28,273,4,68.25,1,0,0,0,3,0,100,,a,2.0,291.0,42.8,49.0,38.3,0.2,27
606,Mavropanos,Konstantinos Mavropanos,West Ham,2,765,8,28,270,3,90.0,4,0,0,0,1,0,100,,a,2.8,209.8,5.2,93.0,30.8,0.0,27
607,N.Aguerd,Nayef Aguerd,West Ham,2,180,2,3,0,0,0.0,10,13,0,0,0,0,100,has joined Marseille permanently.,u,0.0,39.0,3.9,8.0,5.1,0.0,22
608,Scarles,Ollie Scarles,West Ham,2,69,2,1,0,0,0.0,8,13,0,0,0,0,100,Shoulder injury - Expected back 27 Dec,i,0.0,8.0,1.2,0.0,0.9,0.0,22
609,Todibo,Jean-Clair Todibo,West Ham,2,846,10,19,450,5,90.0,2,0,0,1,2,0,100,,a,3.0,204.2,39.7,15.0,25.9,0.1,27
610,Wan-Bissaka,Aaron Wan-Bissaka,West Ham,2,921,10,24,450,5,90.0,1,0,0,1,2,0,100,,a,2.5,188.0,168.4,18.0,37.6,5.2,27
611,Casey,Kaelan Casey,West Ham,2,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Swansea City on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,22
612,L.Paquetá,Lucas Tolentino Coelho de Lima,West Ham,3,1123,13,47,246,3,82.0,2,0,3,1,5,1,100,,a,0.5,278.4,300.5,143.0,72.1,1.5,26
613,Souček,Tomáš Souček,West Ham,3,552,6,31,158,5,31.6,2,0,2,1,0,1,100,,a,1.2,167.2,23.0,182.0,37.3,0.3,26
614,Ward-Prowse,James Ward-Prowse,West Ham,3,414,5,11,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,56.6,176.3,6.0,23.9,0.2,24
615,Summerville,Crysencio Summerville,West Ham,3,710,9,26,153,2,76.5,3,0,0,3,3,0,100,,a,0.8,78.4,88.3,125.0,29.2,0.1,26
616,Álvarez,Edson Álvarez Velázquez,West Ham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Has joined Fenerbahçe on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
617,Cornet,Maxwel Cornet,West Ham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Genoa on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.0,21
618,G.Rodriguez,Guido Rodríguez,West Ham,3,152,2,5,63,1,63.0,8,0,0,0,1,0,100,,a,0.5,5.2,4.4,2.0,1.2,0.0,21
619,L.Guilherme,Luis Guilherme Lira dos Santos,West Ham,3,121,1,5,67,2,33.5,7,0,0,0,0,0,100,,a,0.5,9.2,14.5,4.0,2.5,0.0,21
620,Earthy,George Earthy,West Ham,3,0,0,0,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,21
621,Irving,Andy Irving,West Ham,3,156,2,9,7,1,7.0,6,0,0,0,0,0,100,,a,0.2,31.6,52.3,2.0,8.6,0.3,21
622,Orford,Lewis Orford,West Ham,3,0,0,0,0,0,0.0,10,15,0,0,0,0,100,has joined Stevenage on loan for the rest of the season.,u,0.0,0.0,0.0,0.0,0.0,0.1,21
623,Potts,Freddie Potts,West Ham,3,567,5,16,346,5,69.2,1,0,0,0,1,0,100,,a,1.5,84.4,100.0,7.0,19.0,0.7,26
624,Bowen,Jarrod Bowen,West Ham,4,1350,15,66,450,5,90.0,0,0,4,2,0,0,100,,a,5.0,295.6,209.7,401.0,90.8,5.8,26
625,Füllkrug,Niclas Füllkrug,West Ham,4,407,5,12,28,2,14.0,6,0,0,0,0,0,100,,a,0.5,26.0,85.1,130.0,23.8,0.6,24
626,Marshall,Callum Marshall,West Ham,4,58,0,2,0,0,0.0,8,0,0,0,0,0,100,,a,0.0,1.2,0.1,7.0,0.8,0.6,21
659,Walker-Peters,Kyle Walker-Peters,West Ham,2,510,5,21,52,2,26.0,3,0,1,0,1,0,100,,a,0.0,113.0,49.4,67.0,23.0,0.3,27
671,Wilson,Callum Wilson,West Ham,4,597,6,42,302,5,60.4,3,0,4,1,0,0,100,,a,5.0,177.6,52.8,222.0,44.9,0.9,26
679,Hermansen,Mads Hermansen,West Ham,1,360,4,9,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,84.8,0.0,0.0,8.5,0.2,23
708,M.Fernandes,Mateus Gonçalo Espanha Fernandes,West Ham,3,976,12,43,424,5,84.8,0,0,1,1,1,0,100,,a,3.8,240.6,253.9,45.0,54.1,0.1,26
718,S.Magassa,Soungoutou Magassa,West Ham,3,354,4,19,184,4,46.0,3,0,1,0,2,0,100,,a,3.2,86.2,21.9,21.0,12.9,0.0,21
738,Fabianski,Lukasz Fabianski,West Ham,1,0,0,0,0,0,0.0,10,0,0,0,0,0,25,Back injury - 25% chance of playing,d,0.0,0.0,0.0,0.0,0.0,0.0,23
747,Mayers,Ezra Mayers,West Ham,2,7,0,1,7,1,7.0,5,0,0,0,0,0,100,,a,0.2,2.0,0.0,0.0,0.2,0.0,22
752,Golambeckis,Airidas Golambeckis,West Ham,2,0,0,0,0,0,0.0,5,0,0,0,0,0,100,,a,0.0,0.0,0.0,0.0,0.0,0.0,22
758,Mohamadou Kanté,Mohamadou Kanté,West Ham,3,7,0,1,7,1,7.0,1,0,0,0,0,0,100,,a,0.5,0.0,0.0,4.0,0.2,0.0,21
627,Johnstone,Sam Johnstone,Wolves,1,990,11,22,450,5,90.0,0,0,0,0,0,0,100,,a,1.8,298.8,0.1,0.0,29.9,0.1,28
628,José Sá,José Malheiro de Sá,Wolves,1,360,4,5,0,0,0.0,10,0,0,0,0,0,100,,a,0.0,44.0,10.0,0.0,5.5,1.0,23
629,Bentley,Daniel Bentley,Wolves,1,0,0,0,0,0,0.0,10,15,0,0,0,0,100,Ankle injury - Expected back 08 Dec,i,0.0,0.0,0.0,0.0,0.0,0.5,23
