id,code,web_name,first_name,second_name,full_name,team_id,team_name,team_short_name,team_strength,position_id,position,status,status_description,chance_of_playing_next,chance_of_playing_this,news,news_added,minutes,starts,expected_starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost,selected_by_percent,in_dreamteam,fetch_date,current_gameweek,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend,total_upcoming_fixtures,next_5_fixtures_count,avg_days_between_fixtures,congestion_level,home_fixtures_upcoming,away_fixtures_upcoming
731,560552,Kevin,Kevin,Santos Lopes de Macedo,Kevin Santos Lopes de Macedo,10,Fulham,FUL,3,3,MID,a,Available,100.0,100.0,,2025-09-24T06:30:08.624024Z,416,3,1.16,0,0,2,7,0,0,0,0,1,0,85.0,117.7,100.0,30.1,5.8,0.1,False,2025-12-10 15:30:26,15,12,188,5,37.6,0,0,379,3,stable,23,5,11.2,Low,11,12
737,631786,Kusi-Asare,Jonah,Kusi-Asare,Jonah Kusi-Asare,10,Fulham,FUL,3,4,FWD,a,Available,100.0,100.0,,,18,0,0.01,0,0,0,0,0,0,0,0,0,0,1.2,10.5,6.0,1.8,4.5,0.1,False,2025-12-10 15:30:26,15,12,17,1,3.4,8,5,18,0,increasing,23,5,11.2,Low,11,12
339,437495,Meslier,Illan,Meslier,Illan Meslier,11,Leeds,LEE,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.2,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
340,97846,Cairns,Alex,Cairns,Alex Cairns,11,Leeds,LEE,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
341,59735,Darlow,Karl,Darlow,Karl Darlow,11,Leeds,LEE,3,1,GK,a,Available,100.0,100.0,,,450,5,0.01,0,0,0,8,0,0,0,13,0,0,105.0,0.0,0.0,10.5,3.9,2.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,7,7,270,3,decreasing,23,5,12.0,Low,11,12
342,226182,Bogle,Jayden,Bogle,Jayden Bogle,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-09-20T23:30:06.793765Z,1314,15,1.21,0,2,2,28,0,0,0,0,4,0,175.2,109.1,87.0,37.2,4.4,0.2,False,2025-12-10 15:30:26,15,15,446,5,89.2,0,0,880,10,stable,23,5,12.0,Low,11,12
343,222694,Struijk,Pascal,Struijk,Pascal Struijk,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-10-23T13:30:08.346349Z,1088,12,1.31,0,0,2,23,0,0,0,0,3,0,224.4,45.6,97.0,36.7,4.3,0.2,False,2025-12-10 15:30:26,15,15,368,5,73.6,2,2,638,7,increasing,23,5,12.0,Low,11,12
344,434752,Bijol,Jaka,Bijol,Jaka Bijol,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-07-21T10:00:04.901206Z,460,5,0.22,1,0,0,10,0,0,0,0,0,0,130.4,12.4,47.0,19.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,280,4,56.0,4,8,460,5,increasing,23,5,12.0,Low,11,12
345,437738,Bornauw,Sebastiaan,Bornauw,Sebastiaan Bornauw,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-11-27T15:30:07.090974Z,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.0,0.0,3.8,0.1,False,2025-12-10 15:30:26,15,15,2,2,0.4,8,13,2,0,increasing,23,5,12.0,Low,11,12
346,113564,Byram,Sam,Byram,Sam Byram,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,,7,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,12.0,Low,11,12
347,243526,Gudmundsson,Gabriel,Gudmundsson,Gabriel Gudmundsson,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-10-25T09:30:08.635945Z,1202,14,1.74,0,0,2,25,1,0,0,0,2,0,256.2,249.1,75.0,58.0,3.9,3.8,False,2025-12-10 15:30:26,15,15,372,5,74.4,0,0,763,8,stable,23,5,12.0,Low,11,12
348,214225,Rodon,Joe,Rodon,Joe Rodon,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,2025-09-05T10:00:06.564684Z,1350,15,0.8,2,0,2,29,0,0,0,0,1,0,380.4,54.5,132.0,56.8,4.1,5.6,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,11,12
349,492368,Schmidt,Isaac,Schmidt,Isaac Schmidt,11,Leeds,LEE,3,2,DEF,u,Unavailable,0.0,0.0,has joined Werder Bremen on loan for the rest of the season.,2025-09-02T12:00:32.361624Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
350,427637,Aaronson,Brenden,Aaronson,Brenden Aaronson,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,,814,9,3.45,1,4,2,14,0,0,0,0,1,0,183.4,174.6,203.0,56.1,5.4,0.1,False,2025-12-10 15:30:26,15,15,178,4,35.6,1,1,571,7,decreasing,23,5,12.0,Low,11,12
351,492859,Gnonto,Wilfried,Gnonto,Wilfried Gnonto,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-09-18T14:30:08.147956Z,271,4,0.3,0,1,1,8,0,0,0,0,2,0,23.8,47.6,20.0,9.2,5.2,0.1,False,2025-12-10 15:30:26,15,15,80,3,16.0,7,7,80,0,increasing,23,5,12.0,Low,11,12
352,221399,Harrison,Jack,Harrison,Jack Harrison,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-12-02T16:30:09.049722Z,261,1,0.51,0,0,0,5,0,0,0,0,0,0,30.0,49.4,35.0,11.5,5.1,0.1,False,2025-12-10 15:30:26,15,15,8,1,1.6,4,4,177,1,decreasing,23,5,12.0,Low,11,12
353,200617,James,Daniel,James,Daniel James,11,Leeds,LEE,3,3,MID,i,Injured,0.0,0.0,Hamstring injury - Expected back 07 Feb,2025-12-04T10:30:09.533717Z,348,4,1.27,0,0,1,12,0,0,0,0,0,0,36.0,95.0,87.0,21.9,5.3,0.1,False,2025-12-10 15:30:26,15,15,80,3,16.0,4,3,136,0,increasing,23,5,12.0,Low,11,12
354,199598,Ampadu,Ethan,Ampadu,Ethan Ampadu,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-10-23T13:30:08.371584Z,1143,13,0.9,0,0,1,24,0,0,0,0,4,0,184.2,108.0,25.0,31.9,4.9,0.1,False,2025-12-10 15:30:26,15,15,446,5,89.2,0,2,886,10,stable,23,5,12.0,Low,11,12
355,248937,Greenwood,Sam,Greenwood,Sam Greenwood,11,Leeds,LEE,3,3,MID,u,Unavailable,0.0,0.0,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
356,486520,Gruev,Ilia,Gruev,Ilia Gruev,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,,388,4,0.22,0,0,1,11,0,0,0,0,1,0,43.0,41.7,2.0,8.7,4.8,0.0,False,2025-12-10 15:30:26,15,15,177,3,35.4,6,3,195,2,increasing,23,5,12.0,Low,11,12
357,433952,Ramazani,Largie,Ramazani,Largie Ramazani,11,Leeds,LEE,3,3,MID,u,Unavailable,0.0,0.0,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
358,248056,Tanaka,Tanaka,Ao,Tanaka Ao,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-08-24T01:30:06.493361Z,548,6,1.02,2,0,2,12,0,0,0,0,1,0,120.2,88.1,67.0,27.4,4.8,0.2,False,2025-12-10 15:30:26,15,15,228,4,45.6,1,2,394,4,increasing,23,5,12.0,Low,11,12
359,536119,Crew,Charlie,Crew,Charlie Crew,11,Leeds,LEE,3,3,MID,u,Unavailable,0.0,0.0,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
360,462635,Gelhardt,Joe,Gelhardt,Joe Gelhardt,11,Leeds,LEE,3,3,MID,u,Unavailable,0.0,0.0,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
361,470294,Gyabi,Darko,Gyabi,Darko Gyabi,11,Leeds,LEE,3,3,MID,u,Unavailable,0.0,0.0,has joined Hull City permanently.,2025-09-02T13:38:58.066167Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
362,235826,Piroe,Joël,Piroe,Joël Piroe,11,Leeds,LEE,3,4,FWD,a,Available,100.0,100.0,,2025-09-11T17:30:06.758854Z,195,2,0.6,0,0,1,5,0,0,0,0,0,0,6.0,20.1,81.0,10.3,5.0,0.4,False,2025-12-10 15:30:26,15,15,33,4,6.6,4,4,61,0,stable,23,5,12.0,Low,11,12
363,106617,Bamford,Patrick,Bamford,Patrick Bamford,11,Leeds,LEE,3,4,FWD,u,Unavailable,0.0,0.0,has departed the club as a free agent.,2025-09-02T12:00:32.408955Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
364,565297,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,Mateo Joseph Fernández-Regatillo,11,Leeds,LEE,3,4,FWD,u,Unavailable,0.0,0.0,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,11,12
365,174594,Nmecha,Lukas,Nmecha,Lukas Nmecha,11,Leeds,LEE,3,4,FWD,d,Doubtful,50.0,50.0,Hamstring injury - 50% chance of playing,2025-12-04T19:00:09.704394Z,489,5,4.71,4,0,1,12,0,0,1,0,0,0,156.2,29.7,217.0,40.3,5.0,0.7,False,2025-12-10 15:30:26,15,15,290,4,58.0,1,1,354,4,increasing,23,5,12.0,Low,11,12
493,180135,Longstaff,Sean,Longstaff,Sean Longstaff,11,Leeds,LEE,3,3,MID,i,Injured,0.0,0.0,Calf injury - Expected back 28 Dec,2025-11-27T15:30:07.230475Z,877,10,2.01,1,2,1,15,0,0,0,0,1,0,228.2,327.0,54.0,60.9,4.9,0.4,False,2025-12-10 15:30:26,15,15,163,2,32.6,3,3,582,6,decreasing,23,5,12.0,Low,11,12
660,466525,Stach,Anton,Stach,Anton Stach,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-11-24T11:30:07.231421Z,1000,12,2.46,2,5,2,22,0,0,0,0,2,0,243.2,336.3,137.0,71.7,4.8,1.5,False,2025-12-10 15:30:26,15,15,292,4,58.4,2,1,550,6,stable,23,5,12.0,Low,11,12
665,201595,Perri,Lucas Estella,Perri,Lucas Estella Perri,11,Leeds,LEE,3,1,GK,a,Available,100.0,100.0,,2025-09-11T17:30:07.176029Z,900,10,0.0,0,0,2,21,0,0,0,25,1,0,217.8,0.0,0.0,21.7,4.5,0.2,False,2025-12-10 15:30:26,15,15,450,5,90.0,3,5,630,7,increasing,23,5,12.0,Low,11,12
691,177815,Calvert-Lewin,Dominic,Calvert-Lewin,Dominic Calvert-Lewin,11,Leeds,LEE,3,4,FWD,a,Available,100.0,50.0,,2025-12-04T19:00:10.210491Z,853,9,5.02,4,1,2,15,0,0,0,0,0,0,160.8,135.2,305.0,59.4,5.5,1.7,False,2025-12-10 15:30:26,15,14,255,5,51.0,0,1,675,7,decreasing,23,5,12.0,Low,11,12
698,435997,Okafor,Noah,Okafor,Noah Okafor,11,Leeds,LEE,3,3,MID,a,Available,100.0,100.0,,2025-10-17T00:30:11.157914Z,689,9,2.39,2,2,1,16,0,0,0,0,2,0,137.0,90.6,173.0,40.1,5.5,0.1,False,2025-12-10 15:30:26,15,14,264,5,52.8,1,1,529,6,stable,23,5,12.0,Low,11,12
706,220627,Justin,James,Justin,James Justin,11,Leeds,LEE,3,2,DEF,a,Available,100.0,100.0,,,148,1,0.0,0,0,0,3,0,0,0,0,1,0,32.6,1.8,4.0,3.8,3.9,0.2,False,2025-12-10 15:30:26,15,13,71,2,14.2,5,2,131,1,stable,23,5,12.0,Low,11,12
741,600882,Gray,Harry,Gray,Harry Gray,11,Leeds,LEE,3,4,FWD,a,Available,100.0,100.0,,2025-10-02T14:30:07.989923Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,False,2025-12-10 15:30:26,15,11,0,0,0.0,10,11,0,0,stable,23,5,12.0,Low,11,12
366,116535,A.Becker,Alisson,Becker,Alisson Becker,12,Liverpool,LIV,4,1,GK,a,Available,100.0,100.0,,2025-11-27T10:00:06.952479Z,900,10,0.01,0,0,3,14,0,0,0,19,0,0,174.8,0.1,0.0,17.4,5.4,5.5,False,2025-12-10 15:30:26,15,15,360,4,72.0,5,5,450,5,increasing,23,5,12.0,Low,12,11
367,449027,Mamardashvili,Giorgi,Mamardashvili,Giorgi Mamardashvili,12,Liverpool,LIV,4,1,GK,a,Available,100.0,100.0,,,450,5,0.0,0,0,1,10,0,1,0,17,0,0,140.0,0.0,0.0,13.9,4.3,0.8,False,2025-12-10 15:30:26,15,15,90,1,18.0,5,6,450,5,decreasing,23,5,12.0,Low,12,11
368,586268,Pécsi,Ármin,Pécsi,Ármin Pécsi,12,Liverpool,LIV,4,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.4,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
369,155503,Woodman,Freddie,Woodman,Freddie Woodman,12,Liverpool,LIV,4,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
370,216094,Frimpong,Jeremie,Frimpong,Jeremie Frimpong,12,Liverpool,LIV,4,2,DEF,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-10-23T09:00:08.355744Z,83,1,0.43,0,1,0,1,0,0,0,0,0,0,19.4,17.3,29.0,6.6,5.7,4.5,False,2025-12-10 15:30:26,15,15,0,0,0.0,8,7,21,0,decreasing,23,5,12.0,Low,12,11
371,544877,Kerkez,Milos,Kerkez,Milos Kerkez,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,,939,12,1.26,1,0,2,17,0,0,0,0,3,0,194.0,166.6,74.0,43.6,5.6,3.0,False,2025-12-10 15:30:26,15,15,279,5,55.8,1,1,573,6,stable,23,5,12.0,Low,12,11
372,122798,Robertson,Andrew,Robertson,Andrew Robertson,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,,403,3,0.89,0,0,1,7,0,0,0,0,0,0,93.8,135.4,49.0,27.9,5.8,1.0,False,2025-12-10 15:30:26,15,15,167,4,33.4,3,2,321,2,stable,23,5,12.0,Low,12,11
373,97032,Virgil,Virgil,van Dijk,Virgil van Dijk,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,,1350,15,0.96,0,0,4,24,0,0,0,0,3,0,444.0,87.7,101.0,63.1,6.0,24.1,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,12,11
374,204716,Konaté,Ibrahima,Konaté,Ibrahima Konaté,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,2025-10-05T01:30:08.114532Z,1246,15,1.2,0,0,4,21,0,0,0,0,2,0,310.4,79.4,67.0,45.9,5.4,2.9,False,2025-12-10 15:30:26,15,15,414,5,82.8,0,0,812,8,stable,23,5,12.0,Low,12,11
375,492777,Bradley,Conor,Bradley,Conor Bradley,12,Liverpool,LIV,4,2,DEF,s,Suspended,0.0,100.0,Suspended until 20 Dec,2025-12-06T20:30:09.397373Z,596,8,0.77,0,1,2,11,0,0,0,0,5,0,85.0,79.6,39.0,20.2,5.0,0.2,False,2025-12-10 15:30:26,15,15,149,2,29.8,3,3,451,5,decreasing,23,5,12.0,Low,12,11
376,171287,Gomez,Joe,Gomez,Joe Gomez,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,2025-08-10T23:00:06.519894Z,219,2,0.63,0,1,2,4,0,0,0,0,2,0,49.6,35.0,18.0,10.2,4.9,0.2,False,2025-12-10 15:30:26,15,15,183,4,36.6,5,5,190,2,increasing,23,5,12.0,Low,12,11
377,214285,Tsimikas,Konstantinos,Tsimikas,Konstantinos Tsimikas,12,Liverpool,LIV,4,2,DEF,u,Unavailable,0.0,0.0,has joined AS Roma on loan for the rest of the season.,2025-09-22T09:16:54.545563Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
378,611926,Nallo,Amara,Nallo,Amara Nallo,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,2025-10-30T11:30:08.685763Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
379,219937,R.Williams,Rhys,Williams,Rhys Williams,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
380,489580,Ramsay,Calvin,Ramsay,Calvin Ramsay,12,Liverpool,LIV,4,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
381,118748,M.Salah,Mohamed,Salah,Mohamed Salah,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,,1119,12,5.88,4,2,3,21,0,0,0,0,1,0,252.2,389.4,380.0,102.2,14.0,17.8,False,2025-12-10 15:30:26,15,15,225,3,45.0,2,1,669,7,decreasing,23,5,12.0,Low,12,11
382,494595,Wirtz,Florian,Wirtz,Florian Wirtz,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-11-21T12:00:09.930986Z,917,10,3.57,0,1,4,13,0,0,0,0,1,0,103.8,323.4,196.0,62.3,8.0,6.7,False,2025-12-10 15:30:26,15,15,313,4,62.6,1,1,554,6,stable,23,5,12.0,Low,12,11
383,244731,Luis Díaz,Luis,Díaz Marulanda,Luis Díaz Marulanda,12,Liverpool,LIV,4,3,MID,u,Unavailable,0.0,0.0,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
384,243298,Gakpo,Cody,Gakpo,Cody Gakpo,12,Liverpool,LIV,4,3,MID,i,Injured,0.0,100.0,Knock - Unknown return date,2025-12-09T02:00:07.849895Z,1136,13,6.81,4,3,4,19,0,0,0,0,0,0,270.0,366.5,365.0,100.3,7.5,11.3,False,2025-12-10 15:30:26,15,15,341,5,68.2,0,0,716,7,stable,23,5,12.0,Low,12,11
385,223541,Chiesa,Federico,Chiesa,Federico Chiesa,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-10-03T09:30:08.615318Z,143,0,1.28,2,1,0,4,0,0,0,0,2,0,103.6,19.6,88.0,21.2,6.3,0.3,False,2025-12-10 15:30:26,15,15,33,3,6.6,4,1,96,0,decreasing,23,5,12.0,Low,12,11
386,243016,Mac Allister,Alexis,Mac Allister,Alexis Mac Allister,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-08-28T17:30:07.822110Z,912,12,1.94,0,2,3,15,0,0,0,0,1,0,149.8,167.0,96.0,41.4,6.2,1.2,False,2025-12-10 15:30:26,15,15,348,5,69.6,0,1,676,8,stable,23,5,12.0,Low,12,11
387,424876,Szoboszlai,Dominik,Szoboszlai,Dominik Szoboszlai,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,,1350,15,4.17,2,1,4,24,0,0,0,0,4,0,353.6,489.9,181.0,102.5,6.6,5.8,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,12.0,Low,12,11
388,206915,C.Jones,Curtis,Jones,Curtis Jones,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-10-25T23:00:08.088311Z,545,4,1.58,0,1,0,15,0,0,0,0,1,0,95.4,131.0,42.0,26.7,5.4,0.1,False,2025-12-10 15:30:26,15,15,223,5,44.6,1,1,379,3,increasing,23,5,12.0,Low,12,11
390,441266,Gravenberch,Ryan,Gravenberch,Ryan Gravenberch,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-10-20T00:30:09.747338Z,1141,13,1.36,3,3,4,18,0,0,0,0,3,0,292.4,187.1,71.0,55.1,5.6,4.4,False,2025-12-10 15:30:26,15,15,450,5,90.0,1,1,781,9,increasing,23,5,12.0,Low,12,11
392,158983,Endo,Endo,Wataru,Endo Wataru,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,2025-10-13T09:30:08.494382Z,43,0,0.0,0,1,0,4,0,0,0,0,1,0,31.2,11.1,0.0,4.2,4.9,0.1,False,2025-12-10 15:30:26,15,15,7,1,1.4,8,7,11,0,increasing,23,5,12.0,Low,12,11
393,535928,Bajcetic,Stefan,Bajčetić Maquieira,Stefan Bajčetić Maquieira,12,Liverpool,LIV,4,3,MID,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-09-12T10:00:06.938334Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
394,491501,McConnell,James,McConnell,James McConnell,12,Liverpool,LIV,4,3,MID,u,Unavailable,0.0,0.0,has joined Ajax on loan for the rest of the season.,2025-09-22T21:23:24.738341Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
395,440148,Morton,Tyler,Morton,Tyler Morton,12,Liverpool,LIV,4,3,MID,u,Unavailable,0.0,0.0,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
396,591386,Nyoni,Trey,Nyoni,Trey Nyoni,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.5,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
397,447203,Darwin,Darwin,Núñez Ribeiro,Darwin Núñez Ribeiro,12,Liverpool,LIV,4,4,FWD,u,Unavailable,0.0,0.0,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
398,500058,Danns,Jayden,Danns,Jayden Danns,12,Liverpool,LIV,4,4,FWD,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-10-17T01:00:10.583515Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
499,219168,Isak,Alexander,Isak,Alexander Isak,12,Liverpool,LIV,4,4,FWD,a,Available,100.0,100.0,,2025-10-23T07:30:08.636044Z,475,6,2.03,1,1,1,7,0,0,0,0,0,0,61.2,35.9,124.0,21.2,10.4,4.7,False,2025-12-10 15:30:26,15,15,225,4,45.0,3,4,452,6,stable,23,5,12.0,Low,12,11
661,510663,Ekitiké,Hugo,Ekitiké,Hugo Ekitiké,12,Liverpool,LIV,4,4,FWD,a,Available,100.0,100.0,,2025-11-27T10:00:07.363885Z,786,9,3.81,5,1,3,13,0,0,0,0,0,0,235.4,112.5,249.0,58.7,8.4,12.9,False,2025-12-10 15:30:26,15,15,211,5,42.2,1,1,421,3,stable,23,5,12.0,Low,12,11
686,611922,Ngumoha,Rio,Ngumoha,Rio Ngumoha,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,,42,0,0.49,1,0,0,2,0,0,0,0,0,0,44.2,34.0,25.0,10.4,4.3,0.4,False,2025-12-10 15:30:26,15,15,12,1,2.4,7,3,38,0,decreasing,23,5,12.0,Low,12,11
692,647681,Leoni,Giovanni,Leoni,Giovanni Leoni,12,Liverpool,LIV,4,2,DEF,i,Injured,0.0,0.0,Knee injury - Expected back 01 Sep,2025-09-24T06:00:06.281394Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,14,0,0,0.0,10,14,0,0,stable,23,5,12.0,Low,12,11
746,596042,Morrison,Kieran,Morrison,Kieran Morrison,12,Liverpool,LIV,4,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,7,0,0,0.0,7,7,0,0,insufficient_data,23,5,12.0,Low,12,11
