id,code,web_name,first_name,second_name,full_name,team_id,team_name,team_short_name,team_strength,position_id,position,status,status_description,chance_of_playing_next,chance_of_playing_this,news,news_added,minutes,starts,expected_starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost,selected_by_percent,in_dreamteam,fetch_date,current_gameweek,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend,total_upcoming_fixtures,next_5_fixtures_count,avg_days_between_fixtures,congestion_level,home_fixtures_upcoming,away_fixtures_upcoming
226,180736,Chalobah,Trevoh,Chalobah,Trevoh Chalobah,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-09-28T00:00:08.404840Z,1200,14,1.51,3,1,7,14,0,0,0,0,2,1,374.0,76.0,127.0,57.7,5.3,13.1,True,2025-12-10 15:30:26,15,15,450,5,90.0,1,1,772,8,increasing,23,5,12.0,Low,12,11
227,460028,Colwill,Levi,Samuels Colwill,Levi Samuels Colwill,7,Chelsea,CHE,3,2,DEF,i,Injured,0.0,0.0,Anterior cruciate ligament - Unknown return date,2025-08-08T14:30:04.255160Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
228,482609,Gusto,Malo,Gusto,Malo Gusto,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-10-18T18:30:08.275780Z,797,8,1.38,1,1,5,7,0,0,0,0,0,1,168.2,144.8,78.0,39.1,4.9,1.6,False,2025-12-10 15:30:26,15,15,324,5,64.8,1,1,602,6,stable,23,5,12.0,Low,12,11
229,242880,B.Badiashile,Benoît,Badiashile Mukinayi,Benoît Badiashile Mukinayi,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-10-17T12:30:08.541306Z,155,2,0.02,0,0,0,4,0,0,0,0,2,0,24.8,3.7,0.0,2.9,4.4,0.0,False,2025-12-10 15:30:26,15,15,90,2,18.0,6,5,155,0,increasing,23,5,12.0,Low,12,11
230,444463,Fofana,Wesley,Fofana,Wesley Fofana,7,Chelsea,CHE,3,2,DEF,d,Doubtful,75.0,100.0,Eye Injury - 75% chance of playing,2025-12-10T00:30:09.728628Z,487,6,0.28,0,0,3,4,0,0,0,0,0,0,96.8,8.6,16.0,12.2,4.4,0.3,False,2025-12-10 15:30:26,15,15,270,3,54.0,6,4,358,4,increasing,23,5,12.0,Low,12,11
231,574458,M.Sarr,Mamadou,Sarr,Mamadou Sarr,7,Chelsea,CHE,3,2,DEF,u,Unavailable,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.642396Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
232,109646,Tosin,Tosin,Adarabioyo,Tosin Adarabioyo,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-09-26T11:30:06.530261Z,557,5,0.32,0,0,2,9,0,0,0,0,1,0,167.8,17.6,19.0,20.5,4.2,0.3,False,2025-12-10 15:30:26,15,15,180,2,36.0,5,2,204,2,increasing,23,5,12.0,Low,12,11
233,577016,Acheampong,Josh,Acheampong,Josh Acheampong,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,2025-09-24T11:30:08.237944Z,348,4,0.64,1,0,2,5,0,0,0,0,0,0,88.4,8.5,60.0,15.8,3.9,1.6,False,2025-12-10 15:30:26,15,15,0,0,0.0,6,6,258,3,decreasing,23,5,12.0,Low,12,11
234,622758,Anselmino,Aarón,Anselmino,Aarón Anselmino,7,Chelsea,CHE,3,2,DEF,u,Unavailable,0.0,0.0,has joined Borussia Dortmund on loan for the rest of the season.,2025-09-02T11:35:16.308555Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
235,244851,Palmer,Cole,Palmer,Cole Palmer,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,2025-09-20T23:30:06.610468Z,230,3,1.1,1,0,1,3,0,0,0,0,0,0,59.2,38.2,78.0,17.4,10.3,10.0,False,2025-12-10 15:30:26,15,15,86,2,17.2,8,8,86,0,increasing,23,5,12.0,Low,12,11
236,247632,Neto,Pedro,Lomba Neto,Pedro Lomba Neto,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,2025-11-09T11:00:08.651575Z,1144,14,5.56,5,2,7,8,0,0,0,0,2,0,309.2,368.2,300.0,97.9,7.3,9.2,False,2025-12-10 15:30:26,15,15,391,5,78.2,0,0,788,9,stable,23,5,12.0,Low,12,11
237,448047,Enzo,Enzo,Fernández,Enzo Fernández,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,2025-11-09T11:00:08.666360Z,1240,14,8.15,4,2,6,15,0,0,0,0,2,0,318.2,356.1,336.0,101.2,6.6,12.7,False,2025-12-10 15:30:26,15,15,442,5,88.4,1,1,802,9,stable,23,5,12.0,Low,12,11
238,624773,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,Estêvão Almeida de Oliveira Gonçalves,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,,440,6,3.77,1,3,2,4,0,0,0,0,3,0,107.2,155.6,181.0,44.4,6.6,2.8,False,2025-12-10 15:30:26,15,15,129,4,25.8,1,1,256,1,stable,23,5,12.0,Low,12,11
239,463936,Gittens,Jamie,Bynoe-Gittens,Jamie Bynoe-Gittens,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,,398,4,1.62,0,2,1,4,0,0,0,0,0,0,82.8,126.5,79.0,28.8,6.1,0.1,False,2025-12-10 15:30:26,15,15,157,3,31.4,3,2,255,2,increasing,23,5,12.0,Low,12,11
240,213198,Nkunku,Christopher,Nkunku,Christopher Nkunku,7,Chelsea,CHE,3,3,MID,u,Unavailable,0.0,0.0,has joined AC Milan permanently.,2025-09-02T11:35:16.323578Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
241,486672,Caicedo,Moisés,Caicedo Corozo,Moisés Caicedo Corozo,7,Chelsea,CHE,3,3,MID,s,Suspended,0.0,0.0,Suspended until 20 Dec,2025-11-30T22:30:09.218520Z,982,11,1.31,3,1,4,12,0,0,0,0,2,1,306.2,134.6,59.0,49.7,5.8,10.6,False,2025-12-10 15:30:26,15,15,127,2,25.4,3,2,532,5,decreasing,23,5,12.0,Low,12,11
243,550615,George,Tyrique,George,Tyrique George,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,,142,0,0.4,0,0,1,2,0,0,0,0,2,0,8.2,7.0,56.0,7.1,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,6,5,0,decreasing,23,5,12.0,Low,12,11
244,514356,Lavia,Roméo,Lavia,Roméo Lavia,7,Chelsea,CHE,3,3,MID,i,Injured,0.0,0.0,Thigh injury - Unknown return date,2025-11-06T09:30:08.519036Z,105,1,0.05,0,0,0,3,0,0,0,0,0,0,9.6,7.5,2.0,1.8,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,6,5,105,0,decreasing,23,5,12.0,Low,12,11
245,465920,Mudryk,Mykhailo,Mudryk,Mykhailo Mudryk,7,Chelsea,CHE,3,3,MID,s,Suspended,0.0,0.0,Suspended - unknown return date,2025-07-21T10:00:04.824210Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
246,532605,Andrey Santos,Andrey,Nascimento dos Santos,Andrey Nascimento dos Santos,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,2025-10-01T00:30:06.094463Z,393,4,0.82,0,0,1,5,0,0,0,0,2,0,62.6,64.4,43.0,17.0,4.5,0.3,False,2025-12-10 15:30:26,15,15,173,3,34.6,4,1,276,2,increasing,23,5,12.0,Low,12,11
247,491007,D.Essugo,Dário,Luís Essugo,Dário Luís Essugo,7,Chelsea,CHE,3,3,MID,i,Injured,0.0,0.0,Thigh injury - Unknown return date,2025-09-11T07:00:06.794916Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
248,611134,Paez,Kendry,Páez Andrade,Kendry Páez Andrade,7,Chelsea,CHE,3,3,MID,u,Unavailable,0.0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,2025-08-11T01:09:37.664358Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
249,475168,João Pedro,João Pedro,Junqueira de Jesus,João Pedro Junqueira de Jesus,7,Chelsea,CHE,3,4,FWD,a,Available,100.0,100.0,,,1180,14,5.45,4,3,6,12,0,0,0,0,1,0,294.2,275.2,346.0,91.1,7.3,35.0,False,2025-12-10 15:30:26,15,15,333,5,66.6,0,0,760,8,stable,23,5,12.0,Low,12,11
250,463034,Delap,Liam,Delap,Liam Delap,7,Chelsea,CHE,3,4,FWD,i,Injured,0.0,100.0,Shoulder injury - Unknown return date,2025-12-06T20:30:09.280737Z,346,6,0.91,0,0,2,4,0,0,0,0,0,0,13.4,11.4,122.0,14.1,6.2,1.0,False,2025-12-10 15:30:26,15,15,255,5,51.0,5,7,255,3,increasing,23,5,12.0,Low,12,11
251,517052,N.Jackson,Nicolas,Jackson,Nicolas Jackson,7,Chelsea,CHE,3,4,FWD,u,Unavailable,0.0,0.0,has joined Bayern Munich on loan for the rest of the season.,2025-09-02T11:35:16.339917Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.0,Low,12,11
252,499309,Marc Guiu,Marc,Guiu Paz,Marc Guiu Paz,7,Chelsea,CHE,3,4,FWD,a,Available,100.0,100.0,,2025-09-24T11:30:08.351112Z,247,1,1.75,0,1,0,2,0,0,0,0,1,0,24.6,38.8,81.0,12.6,4.2,7.2,False,2025-12-10 15:30:26,15,15,98,4,19.6,3,3,234,1,stable,23,5,12.0,Low,12,11
453,493105,Garnacho,Alejandro,Garnacho Ferreyra,Alejandro Garnacho Ferreyra,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,,492,6,3.06,1,2,3,5,0,0,0,0,0,0,105.6,139.8,162.0,40.7,6.4,0.7,False,2025-12-10 15:30:26,15,15,240,4,48.0,2,3,481,4,stable,23,5,12.0,Low,12,11
672,551210,Hato,Jorrel,Hato,Jorrel Hato,7,Chelsea,CHE,3,2,DEF,a,Available,100.0,100.0,,,166,2,0.01,0,0,0,2,0,0,0,0,2,0,24.0,3.3,6.0,3.2,4.7,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,8,8,100,1,decreasing,23,5,12.0,Low,12,11
743,611912,Emenalo,Landon,Emenalo,Landon Emenalo,7,Chelsea,CHE,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,9,0,0,0.0,9,9,0,0,insufficient_data,23,5,12.0,Low,12,11
253,172649,Henderson,Dean,Henderson,Dean Henderson,8,Crystal Palace,CRY,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.07,0,0,7,12,0,0,0,36,1,0,298.2,10.0,0.0,30.6,5.1,8.9,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,10.2,Low,12,11
254,121709,Benitez,Walter,Benítez,Walter Benítez,8,Crystal Palace,CRY,3,1,GK,a,Available,100.0,100.0,,2025-09-19T14:49:12.216385Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
255,169593,Matthews,Remi,Matthews,Remi Matthews,8,Crystal Palace,CRY,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
256,247348,Muñoz,Daniel,Muñoz Mejía,Daniel Muñoz Mejía,8,Crystal Palace,CRY,3,2,DEF,d,Doubtful,75.0,100.0,Knee injury - 75% chance of playing,2025-12-08T08:00:09.019509Z,1260,14,3.77,3,3,7,11,0,0,0,0,4,0,336.0,128.1,240.0,70.2,6.1,25.0,True,2025-12-10 15:30:26,15,15,360,4,72.0,1,1,810,9,stable,23,5,10.2,Low,12,11
257,437499,Lacroix,Maxence,Lacroix,Maxence Lacroix,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,,1350,15,0.75,0,2,7,12,0,0,0,0,1,0,338.6,42.8,66.0,44.6,5.1,6.5,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,10.2,Low,12,11
258,244723,Mitchell,Tyrick,Mitchell,Tyrick Mitchell,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,,1344,15,1.31,1,0,7,12,0,0,0,0,2,0,296.8,193.5,89.0,58.0,5.0,2.5,False,2025-12-10 15:30:26,15,15,444,5,88.8,0,0,894,10,stable,23,5,10.2,Low,12,11
259,218364,Sosa,Borna,Sosa,Borna Sosa,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,75.0,,2025-11-27T10:00:06.850858Z,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,8,1,0,decreasing,23,5,10.2,Low,12,11
260,209036,Guéhi,Marc,Guéhi,Marc Guéhi,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,2025-11-10T10:00:08.937102Z,1260,14,2.51,2,4,6,12,0,0,0,0,2,0,370.4,123.8,140.0,63.4,5.2,36.8,True,2025-12-10 15:30:26,15,15,360,4,72.0,1,1,810,9,stable,23,5,10.2,Low,12,11
261,427623,Richards,Chris,Richards,Chris Richards,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,2025-10-28T21:00:08.429177Z,1342,15,1.52,0,0,7,12,0,0,0,0,0,0,334.4,64.4,58.0,45.9,4.6,4.1,False,2025-12-10 15:30:26,15,15,442,5,88.4,0,0,892,10,stable,23,5,10.2,Low,12,11
262,515621,Chadi Riad,Chadi,Riad Dnanou,Chadi Riad Dnanou,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,2025-07-21T10:00:04.863209Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
263,57328,Clyne,Nathaniel,Clyne,Nathaniel Clyne,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,,80,1,0.22,0,0,0,1,0,0,0,0,0,0,20.4,12.2,5.0,3.8,3.8,0.5,False,2025-12-10 15:30:26,15,15,76,1,15.2,9,11,76,1,increasing,23,5,10.2,Low,12,11
264,156074,Holding,Rob,Holding,Rob Holding,8,Crystal Palace,CRY,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Colorado Rapids permanently.,2025-08-11T01:12:01.613357Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
265,590012,Kporha,Caleb,Kporha,Caleb Kporha,8,Crystal Palace,CRY,3,2,DEF,i,Injured,0.0,0.0,Back injury - Unknown return date,2025-08-10T22:30:04.775923Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
267,232185,Sarr,Ismaïla,Sarr,Ismaïla Sarr,8,Crystal Palace,CRY,3,3,MID,i,Injured,0.0,0.0,Ankle injury - Unknown return date,2025-11-30T22:30:09.281464Z,919,11,4.36,3,1,6,6,0,0,0,0,1,0,194.4,130.0,192.0,51.7,6.4,3.7,False,2025-12-10 15:30:26,15,15,217,3,43.4,2,2,649,7,decreasing,23,5,10.2,Low,12,11
268,438464,Doucouré,Cheick,Doucouré,Cheick Doucouré,8,Crystal Palace,CRY,3,3,MID,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-07-21T10:00:04.882113Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
269,606921,Esse,Romain,Esse,Romain Esse,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,24,0,0.01,0,0,0,0,0,0,0,0,0,0,4.6,0.4,2.0,0.7,4.7,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,10.2,Low,12,11
270,108413,Hughes,Will,Hughes,Will Hughes,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,2025-11-28T19:00:08.464576Z,473,5,0.76,0,0,3,3,0,0,0,0,3,0,65.6,100.9,26.0,19.2,4.7,0.1,False,2025-12-10 15:30:26,15,15,34,4,6.8,3,2,90,0,decreasing,23,5,10.2,Low,12,11
271,209400,Kamada,Daichi,Kamada,Daichi Kamada,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,2025-08-10T22:30:04.831701Z,1100,13,2.24,0,2,6,10,0,0,0,0,0,0,133.4,146.6,106.0,38.6,5.0,0.1,False,2025-12-10 15:30:26,15,15,424,5,84.8,0,2,835,10,stable,23,5,10.2,Low,12,11
272,152551,Lerma,Jefferson,Lerma Solís,Jefferson Lerma Solís,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,489,4,0.73,0,2,4,2,0,0,0,0,3,0,78.2,63.8,66.0,20.8,4.9,0.1,False,2025-12-10 15:30:26,15,15,219,5,43.8,1,1,334,3,increasing,23,5,10.2,Low,12,11
273,496221,Wharton,Adam,Wharton,Adam Wharton,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,2025-10-31T16:30:08.463118Z,1028,13,2.91,0,3,5,11,0,0,0,0,1,0,178.6,293.7,36.0,50.8,5.0,0.5,False,2025-12-10 15:30:26,15,15,397,5,79.4,1,1,728,9,stable,23,5,10.2,Low,12,11
274,579075,Agbinone,Asher,Agbinone,Asher Agbinone,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
275,466117,Ahamada,Naouirou,Ahamada,Naouirou Ahamada,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
276,489706,Devenny,Justin,Devenny,Justin Devenny,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,198,1,0.69,0,0,0,3,0,0,0,0,0,0,17.8,32.5,75.0,12.6,4.3,1.1,False,2025-12-10 15:30:26,15,15,41,4,8.2,3,2,56,0,increasing,23,5,10.2,Low,12,11
277,450535,Ebiowei,Malcolm,Ebiowei,Malcolm Ebiowei,8,Crystal Palace,CRY,3,3,MID,u,Unavailable,0.0,0.0,Has joined Blackpool permanently.,2025-08-11T01:12:01.633662Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
278,450542,J.Rak-Sakyi,Jesurun,Rak-Sakyi,Jesurun Rak-Sakyi,8,Crystal Palace,CRY,3,3,MID,u,Unavailable,0.0,0.0,has joined Caykur Rizespor on loan for the rest of the season.,2025-09-22T09:16:14.064898Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
279,536694,M.França,Matheus,França de Oliveira,Matheus França de Oliveira,8,Crystal Palace,CRY,3,3,MID,u,Unavailable,0.0,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,2025-08-10T22:30:04.849181Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
280,531989,Ozoh,David,Ozoh,David Ozoh,8,Crystal Palace,CRY,3,3,MID,u,Unavailable,0.0,0.0,Has joined Derby County on loan for the rest of the season.,2025-07-30T14:07:45.618291Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
281,530318,Rodney,Kaden,Rodney,Kaden Rodney,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
282,574398,Umeh,Franco,Umeh-Chibueze,Franco Umeh-Chibueze,8,Crystal Palace,CRY,3,3,MID,u,Unavailable,0.0,0.0,has joined Portsmouth permanently.,2025-09-22T21:43:58.439788Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
283,231747,Mateta,Jean-Philippe,Mateta,Jean-Philippe Mateta,8,Crystal Palace,CRY,3,4,FWD,a,Available,100.0,100.0,,,1236,15,10.64,7,0,7,10,0,0,0,0,2,0,327.6,85.8,507.0,91.9,8.0,25.0,False,2025-12-10 15:30:26,15,15,367,5,73.4,0,0,795,9,stable,23,5,10.2,Low,12,11
284,205533,Nketiah,Eddie,Nketiah,Eddie Nketiah,8,Crystal Palace,CRY,3,4,FWD,a,Available,100.0,100.0,,2025-10-30T15:00:09.954721Z,279,1,2.03,2,0,0,7,0,0,0,0,2,0,98.4,71.0,138.0,30.8,5.4,0.4,False,2025-12-10 15:30:26,15,15,172,4,34.4,2,4,264,1,increasing,23,5,10.2,Low,12,11
285,199670,Édouard,Odsonne,Édouard,Odsonne Édouard,8,Crystal Palace,CRY,3,4,FWD,u,Unavailable,0.0,0.0,has joined RC Lens permanently.,2025-08-28T17:00:07.862344Z,2,0,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.2,5.0,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,13,0,0,stable,23,5,10.2,Low,12,11
286,576980,Marsh,Zach,Marsh,Zach Marsh,8,Crystal Palace,CRY,3,4,FWD,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
690,590014,Cardines,Rio,Cardines,Rio Cardines,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,2025-11-05T22:30:08.408448Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.2,Low,12,11
712,488024,Yeremy,Yéremy,Pino Santos,Yéremy Pino Santos,8,Crystal Palace,CRY,3,3,MID,a,Available,100.0,100.0,,2025-09-20T23:30:07.351615Z,839,11,4.37,1,1,5,7,0,0,0,0,3,0,134.0,279.4,147.0,55.8,5.8,0.2,False,2025-12-10 15:30:26,15,13,334,5,66.8,0,0,692,8,stable,23,5,10.2,Low,12,11
723,651426,Canvot,Jaydee,Canvot,Jaydee Canvot,8,Crystal Palace,CRY,3,2,DEF,a,Available,100.0,100.0,,,113,1,0.12,0,0,1,0,0,0,0,0,0,0,36.8,1.3,8.0,4.7,4.5,0.0,False,2025-12-10 15:30:26,15,12,112,4,22.4,5,6,113,1,increasing,23,5,10.2,Low,12,11
732,660392,Uche,Christantus,Uche,Christantus Uche,8,Crystal Palace,CRY,3,4,FWD,a,Available,100.0,100.0,,,44,0,0.3,0,0,0,1,0,0,0,0,0,0,5.8,2.8,40.0,4.8,5.5,0.0,False,2025-12-10 15:30:26,15,12,36,2,7.2,6,3,38,0,increasing,23,5,10.2,Low,12,11
242,215413,Dewsbury-Hall,Kiernan,Dewsbury-Hall,Kiernan Dewsbury-Hall,9,Everton,EVE,3,3,MID,a,Available,100.0,100.0,,2025-09-29T21:30:07.878074Z,1242,14,4.34,4,3,6,16,0,0,0,0,5,0,285.6,313.5,189.0,78.8,5.1,7.6,False,2025-12-10 15:30:26,15,15,445,5,89.0,1,1,792,9,stable,23,5,13.0,Low,11,12
287,111234,Pickford,Jordan,Pickford,Jordan Pickford,9,Everton,EVE,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.08,0,0,6,17,0,1,0,42,0,0,382.4,0.1,0.0,38.1,5.5,10.6,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,13.0,Low,11,12
288,229600,Travers,Mark,Travers,Mark Travers,9,Everton,EVE,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
289,447325,Tyrer,Harry,Tyrer,Harry Tyrer,9,Everton,EVE,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
290,480455,Branthwaite,Jarrad,Branthwaite,Jarrad Branthwaite,9,Everton,EVE,3,2,DEF,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-10-17T14:00:10.203776Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,13.0,Low,11,12
